date,ticker,liquid_leader,tml,rs_1m,rs_3m,h_score,group,group_state,close,atr_from_sma50,ema21_atr_dist
2026-08-17,TTEK,True,False,81,86,33.0,Reshoring / Industrial Renaissance,Improving,35.82,4.5647,1.7271
2026-08-17,TXG,True,False,95,99,79.0,Speculative Tech,Weakening,57.99,4.6475,2.0949
2026-08-17,U,True,False,98,96,91.0,Software,Weakening,45.45,6.6137,3.4611
2026-08-17,UMAC,True,True,99,98,98.0,Drones,Leading,30.15,2.6296,1.7678
2026-08-17,USFD,True,False,76,82,63.0,Food Distribution,Weakening,108.61,3.2564,1.3096
2026-08-17,UTZ,True,False,99,98,69.0,Packaged Foods,Weakening,14.15,17.6607,4.6281
2026-08-17,VLO,True,False,74,87,84.0,Oil & Gas,Improving,347.19,5.4118,2.8696
2026-08-17,W,True,False,82,97,69.0,Consumer Retail,Weakening,103.08,2.2333,0.8602
2026-08-17,WAY,True,False,68,85,77.0,Health Information Services,Weakening,24.68,2.6094,0.9509
2026-08-17,WDAY,True,False,94,92,86.0,Software,Weakening,191.18,3.73,1.7108
2026-08-17,ZETA,True,True,95,93,91.0,Broad AI Theme,Leading,28.83,4.3793,2.2399
