date,source,universe_size,spx_close,up_4pct,down_4pct,ratio_5d,ratio_10d,up_25pct_qtr,down_25pct_qtr,up_25pct_month,down_25pct_month,up_50pct_month,down_50pct_month,up_13pct_34d,down_13pct_34d,t2108,pct_above_200sma,pct_above_50sma,pct_above_20sma,advances,declines,new_highs,new_lows,net_advances,rana,ad_line,mcclellan_osc
2024-07-31,backfill,2544,5522.2998046875,272,150,1.1233,0.8006,474,289,249,80,46,15,730.0,369.0,65.45,59.36,63.21,62.22,1464,976,180,59,488,200.0,-1186,12.08
2024-08-01,backfill,2547,5446.68017578125,95,757,0.5657,0.7276,377,327,177,93,36,17,539.0,448.0,56.26,55.36,55.16,47.27,469,1994,91,120,-1525,-619.16,-2711,-22.64
2024-08-02,backfill,2547,5346.56005859375,73,877,0.278,0.5771,258,384,127,144,27,16,469.0,534.0,44.01,50.26,44.68,28.74,368,2123,74,178,-1755,-704.54,-4466,-56.49
2024-08-05,backfill,2548,5186.330078125,50,922,0.2081,0.4002,174,451,82,190,23,22,375.0,605.0,30.02,44.27,32.03,16.01,217,2288,16,272,-2071,-826.75,-6537,-91.25
2024-08-06,backfill,2548,5240.02978515625,351,148,0.2947,0.4249,184,472,88,189,24,24,398.0,572.0,34.73,45.8,36.5,19.86,1689,759,38,154,930,379.9,-5607,-60.18
2024-08-07,backfill,2548,5199.5,131,428,0.2235,0.4381,166,503,76,209,18,25,368.0,601.0,31.08,43.84,33.01,16.44,722,1726,30,207,-1004,-410.13,-6611,-72.82
2024-08-08,backfill,2548,5319.31005859375,510,143,0.4428,0.4902,207,440,89,212,20,29,441.0,531.0,39.91,48.0,41.09,25.39,1952,503,56,99,1449,590.22,-5162,-33.25
2024-08-09,backfill,2548,5344.16015625,179,241,0.6488,0.4422,181,476,58,253,16,34,438.0,562.0,39.91,47.33,41.05,26.61,1089,1348,58,118,-259,-106.28,-5421,-34.07
2024-08-12,backfill,2549,5344.39013671875,186,248,1.1233,0.4715,185,451,58,288,17,37,390.0,577.0,36.45,46.53,38.29,24.32,840,1611,53,154,-771,-314.57,-6192,-45.02
2024-08-13,backfill,2550,5434.43017578125,407,113,1.2046,0.5597,201,440,62,281,18,35,505.0,514.0,42.24,48.82,43.37,30.71,1843,612,85,67,1231,501.43,-4961,-13.35
2024-08-14,backfill,2550,5455.2099609375,138,265,1.4059,0.5118,175,468,45,356,13,39,504.0,534.0,41.88,48.2,43.25,32.51,1044,1386,76,108,-342,-140.74,-5303,-18.32
2024-08-15,backfill,2554,5543.22021484375,480,102,1.4345,0.7184,207,424,67,259,19,35,521.0,487.0,50.23,51.21,50.55,44.17,2001,459,108,45,1542,626.83,-3761,15.9
2024-08-16,backfill,2554,5554.25,192,115,1.6643,0.9629,207,423,81,216,23,30,521.0,471.0,52.08,51.76,52.43,48.04,1419,995,111,44,424,175.64,-3337,22.52
2024-08-19,backfill,2554,5608.25,343,101,2.2414,1.532,234,402,102,183,30,30,647.0,430.0,56.23,52.98,56.03,57.6,1853,611,175,36,1242,504.06,-2095,44.49
2024-08-20,backfill,2554,5597.1201171875,137,213,1.6206,1.3728,207,412,91,197,26,28,592.0,437.0,51.96,52.04,53.13,52.27,709,1744,85,51,-1035,-421.93,-3130,16.76
2024-08-21,backfill,2554,5620.85009765625,290,68,2.4073,1.7787,225,384,91,180,25,30,641.0,421.0,57.32,53.99,57.52,62.18,1827,609,159,28,1218,500.0,-1912,39.05
2024-08-22,backfill,2554,5570.64013671875,112,277,1.3876,1.4137,230,402,102,172,26,23,639.0,447.0,52.43,52.66,54.23,58.14,790,1664,118,52,-874,-356.15,-2786,15.11
2024-08-23,backfill,2554,5634.60986328125,636,70,2.0823,1.8581,351,340,116,145,30,23,756.0,393.0,63.12,56.66,62.57,73.49,2097,370,262,18,1727,700.04,-1059,47.38
2024-08-26,backfill,2554,5616.83984375,174,150,1.7339,1.9735,324,348,110,163,30,24,790.0,382.0,62.61,56.85,62.57,74.71,1217,1241,195,28,-24,-9.76,-1083,39.24
2024-08-27,backfill,2555,5625.7998046875,113,231,1.6646,1.6426,325,362,112,156,30,21,676.0,413.0,60.67,55.73,61.21,72.64,929,1500,163,32,-571,-235.08,-1654,20.82
2024-08-28,backfill,2556,5592.18017578125,74,333,1.0452,1.5367,362,374,106,169,33,28,475.0,523.0,56.3,54.19,58.22,69.91,838,1603,138,79,-765,-313.4,-2419,1.05
2024-08-29,backfill,2556,5591.9599609375,214,132,1.3221,1.3521,353,370,106,173,26,22,444.0,556.0,59.39,55.2,60.02,72.77,1560,863,175,52,697,287.66,-1722,14.19
2024-08-30,backfill,2556,5648.39990234375,146,135,0.735,1.3094,338,363,133,135,34,18,422.0,559.0,60.52,56.34,61.5,73.9,1585,847,263,61,738,303.45,-984,26.15
2024-09-03,backfill,2557,5528.93017578125,78,751,0.3951,0.8364,274,405,140,133,42,21,261.0,751.0,48.18,51.58,51.04,54.4,461,2038,104,117,-1577,-631.05,-2561,-10.48
2024-09-04,backfill,2557,5520.06982421875,155,178,0.4362,0.8568,310,393,190,108,58,12,281.0,722.0,47.13,51.66,50.29,52.33,1054,1381,102,107,-327,-134.29,-2888,-16.91
2024-09-05,backfill,2558,5503.41015625,140,213,0.5202,0.7457,269,410,157,116,47,12,308.0,659.0,44.92,51.02,48.63,46.79,935,1514,67,108,-579,-236.42,-3467,-27.43
2024-09-06,backfill,2558,5408.419921875,84,401,0.3594,0.6993,247,444,158,107,52,12,292.0,694.0,36.32,48.05,41.83,33.42,467,1989,44,169,-1522,-619.71,-4989,-55.46
2024-09-09,backfill,2558,5471.0498046875,251,164,0.4148,0.5316,287,404,133,108,48,16,268.0,734.0,38.9,49.06,42.92,35.46,1430,1032,83,137,398,161.66,-4591,-40.07
2024-09-10,backfill,2558,5495.52001953125,211,176,0.7429,0.5402,295,406,135,97,40,15,265.0,774.0,39.37,48.08,42.89,36.08,1227,1202,84,126,25,10.29,-4566,-34.28
2024-09-11,backfill,2559,5554.1298828125,276,130,0.8875,0.6234,300,385,153,89,43,18,299.0,635.0,40.64,48.61,43.85,35.8,1316,1131,65,79,185,75.6,-4381,-25.9
2024-09-12,backfill,2561,5595.759765625,271,140,1.0811,0.7545,291,381,143,85,41,15,327.0,655.0,45.53,50.53,47.29,42.83,1700,753,131,53,947,386.06,-3434,-3.07
2024-09-13,backfill,2562,5626.02001953125,404,91,2.0157,0.8474,363,346,187,76,45,10,300.0,621.0,55.43,53.01,54.61,56.95,1987,485,215,41,1502,607.61,-1932,27.53
2024-09-16,backfill,2566,5633.08984375,155,210,1.7631,0.8252,423,330,137,86,36,14,338.0,582.0,56.98,53.51,55.26,58.73,1437,1028,217,61,409,165.92,-1523,31.48
2024-09-17,backfill,2566,5634.580078125,220,143,1.8571,1.1739,418,307,131,92,33,13,339.0,534.0,59.16,54.48,57.09,61.61,1402,1048,163,40,354,144.49,-1169,33.62
2024-09-18,backfill,2566,5618.259765625,117,190,1.5078,1.1459,416,307,105,109,27,17,328.0,587.0,59.24,53.9,56.24,59.16,1073,1380,136,60,-307,-125.15,-1476,21.81
2024-09-19,backfill,2566,5713.64013671875,368,102,1.7174,1.3492,469,294,131,95,30,15,446.0,458.0,65.94,56.43,62.55,68.24,1891,592,290,34,1299,523.16,-177,44.01
2024-09-20,backfill,2567,5702.5498046875,165,278,1.1105,1.5012,450,305,103,124,29,18,587.0,376.0,62.91,55.12,59.06,62.41,809,1661,149,55,-852,-344.94,-1029,19.37
2024-09-23,backfill,2567,5718.56982421875,127,326,0.9596,1.2956,416,312,106,120,26,26,794.0,335.0,60.65,54.89,56.91,59.37,1120,1351,161,69,-231,-93.48,-1260,10.78
2024-09-24,backfill,2568,5732.93017578125,276,126,1.0303,1.3704,446,302,92,137,26,22,749.0,322.0,62.07,55.41,57.67,60.2,1357,1102,178,54,255,103.7,-1005,13.23
2024-09-25,backfill,2568,5722.259765625,125,248,0.9824,1.2017,422,313,90,152,23,27,748.0,312.0,57.05,53.47,53.54,53.82,680,1795,92,86,-1115,-450.51,-2120,-12.44
2024-09-26,backfill,2574,5745.3701171875,379,113,0.9826,1.2786,417,288,110,132,34,24,675.0,307.0,62.67,54.97,58.74,59.67,1668,793,150,53,875,355.55,-1245,5.97
2024-09-27,backfill,2575,5738.169921875,258,115,1.2554,1.1831,401,267,150,110,37,22,713.0,247.0,65.05,56.39,61.32,64.12,1493,965,124,29,528,214.81,-717,14.65
2024-09-30,backfill,2575,5762.47998046875,199,183,1.5758,1.2248,453,254,141,112,39,22,783.0,239.0,66.95,56.31,62.33,66.1,1291,1174,160,48,117,47.46,-600,13.63
2024-10-01,backfill,2576,5708.75,123,422,1.0028,1.0162,426,283,124,114,44,22,559.0,293.0,58.31,54.81,56.25,54.93,703,1797,117,86,-1094,-437.6,-1694,-11.57
2024-10-02,backfill,2577,5709.5400390625,211,152,1.1878,1.0804,402,284,191,107,51,23,596.0,273.0,56.31,55.22,55.14,53.05,1154,1313,125,76,-159,-64.45,-1853,-14.39
2024-10-03,backfill,2577,5699.93994140625,137,210,0.8577,0.9204,394,298,183,110,55,22,457.0,337.0,52.46,53.9,52.15,46.41,799,1673,88,87,-874,-353.56,-2727,-31.19
2024-10-04,backfill,2579,5751.06982421875,302,86,0.9231,1.0787,415,290,214,94,65,22,511.0,309.0,57.58,56.07,57.93,54.63,1802,672,152,46,1130,456.75,-1597,-4.88
2024-10-07,backfill,2579,5695.93994140625,147,274,0.8042,1.1182,404,298,255,88,84,22,425.0,392.0,50.45,54.48,52.66,45.17,726,1760,85,66,-1034,-415.93,-2631,-26.0
2024-10-08,backfill,2579,5751.1298828125,126,262,0.938,0.9719,365,306,219,95,69,23,451.0,379.0,48.93,53.82,51.65,42.65,1100,1377,93,86,-277,-111.83,-2908,-28.72
2024-10-09,backfill,2581,5792.0400390625,137,171,0.8465,1.0156,300,334,210,102,73,24,413.0,446.0,49.4,53.7,52.81,43.32,1303,1166,134,79,137,55.49,-2771,-22.54
2024-10-10,backfill,2582,5780.0498046875,135,192,0.8599,0.8587,267,363,176,115,49,24,429.0,400.0,47.17,53.64,52.05,40.47,977,1481,77,84,-504,-205.04,-3275,-30.16
2024-10-11,backfill,2584,5815.02978515625,401,84,0.9624,0.942,279,358,181,93,52,20,402.0,424.0,56.08,55.19,59.56,53.29,1935,546,191,43,1389,559.85,-1886,1.71
2024-10-14,backfill,2584,5859.85009765625,184,149,1.1457,0.9505,248,395,159,95,49,21,412.0,425.0,58.28,55.61,61.69,55.42,1443,1032,212,46,411,166.06,-1475,9.27
2024-10-15,backfill,2584,5815.259765625,155,272,1.1659,1.0448,252,373,145,88,47,23,394.0,404.0,58.48,54.88,61.11,54.72,1236,1248,176,53,-12,-4.83,-1487,7.13
2024-10-16,backfill,2584,5842.47021484375,387,63,1.6605,1.1974,326,323,161,76,60,17,518.0,315.0,65.17,56.73,66.02,65.94,1906,575,289,19,1331,536.48,-156,32.34
2024-10-17,backfill,2584,5841.47021484375,140,203,1.6433,1.2039,339,310,166,85,62,14,490.0,349.0,63.93,56.35,64.59,64.13,1168,1296,241,35,-128,-51.95,-284,24.31
2024-10-18,backfill,2584,5864.669921875,264,94,1.4469,1.1769,318,321,170,69,60,13,478.0,334.0,64.67,56.81,65.83,65.98,1353,1116,196,27,237,95.99,-47,24.72
2024-10-21,backfill,2584,5853.97998046875,141,254,1.2269,1.1869,282,332,177,77,61,12,585.0,280.0,57.39,55.26,59.44,54.37,663,1813,95,35,-1150,-464.46,-1197,-3.08
2024-10-22,backfill,2585,5851.2001953125,173,164,1.4203,1.2861,329,292,192,64,67,10,575.0,291.0,56.71,55.2,57.41,53.0,1061,1402,86,44,-341,-138.45,-1538,-10.53
2024-10-23,backfill,2589,5797.419921875,94,316,0.7876,1.158,291,336,146,70,58,12,544.0,303.0,53.07,53.8,53.07,46.58,760,1711,58,61,-951,-384.86,-2489,-29.16
2024-10-24,backfill,2591,5809.85986328125,175,175,0.8445,1.1917,265,353,163,70,58,12,636.0,270.0,52.68,53.61,53.11,46.74,1240,1229,93,61,11,4.46,-2478,-25.49
2024-10-25,backfill,2591,5808.1201171875,178,164,0.7092,1.02,272,333,146,83,50,13,595.0,266.0,49.75,53.03,50.52,43.34,999,1491,70,59,-492,-197.59,-2970,-32.32
2024-10-28,backfill,2592,5823.52001953125,363,99,1.0708,1.1475,309,300,154,78,61,11,677.0,239.0,56.1,54.94,56.13,53.4,1754,741,109,34,1013,406.01,-1957,-7.82
2024-10-29,backfill,2593,5832.919921875,151,223,0.9836,1.1772,296,327,161,84,54,16,642.0,268.0,53.26,54.15,53.49,49.63,1012,1487,104,61,-475,-190.08,-2432,-16.64
2024-10-30,backfill,2593,5813.669921875,145,258,1.1012,0.9354,343,288,165,83,58,13,570.0,286.0,51.33,53.45,51.21,47.13,1070,1426,110,82,-356,-142.63,-2788,-21.72
2024-10-31,backfill,2593,5705.4501953125,119,429,0.815,0.8286,378,279,131,100,51,15,440.0,404.0,44.04,51.25,45.04,36.1,579,1930,51,124,-1351,-538.46,-4139,-45.75
2024-11-01,backfill,2593,5728.7998046875,211,159,0.8467,0.7809,487,232,132,106,52,12,437.0,399.0,44.74,51.79,45.55,38.06,1279,1231,66,105,48,19.12,-4091,-38.18
2024-11-04,backfill,2594,5712.68994140625,195,210,0.6419,0.8211,448,238,122,125,48,14,419.0,406.0,43.99,51.31,46.61,39.17,1265,1233,73,85,32,12.81,-4059,-31.84
2024-11-05,backfill,2594,5782.759765625,354,131,0.8627,0.9173,549,207,151,108,51,15,504.0,367.0,51.0,53.12,52.62,49.38,1912,590,181,52,1322,528.38,-2737,-0.48
2024-11-06,backfill,2594,5929.0400390625,953,255,1.5473,1.3524,627,200,243,89,71,13,617.0,375.0,60.6,56.63,60.6,60.68,1780,746,457,66,1034,409.34,-1703,20.38
2024-11-07,backfill,2594,5973.10009765625,319,294,1.9371,1.3447,617,185,229,88,76,11,667.0,339.0,60.29,56.55,61.49,60.91,1215,1288,207,63,-73,-29.17,-1776,16.19
2024-11-08,backfill,2594,5995.5400390625,267,255,1.8236,1.3303,655,188,254,100,92,15,705.0,336.0,59.44,56.44,60.72,58.79,1341,1164,259,75,177,70.66,-1599,17.52
2024-11-11,backfill,2594,6001.35009765625,405,211,2.0052,1.2862,648,191,268,103,103,13,778.0,344.0,60.37,57.17,61.1,60.99,1571,938,387,61,633,252.29,-966,27.65
2024-11-12,backfill,2595,5983.990234375,156,391,1.4936,1.2048,623,206,237,116,97,13,773.0,364.0,56.8,54.99,58.19,56.76,715,1800,162,102,-1085,-431.41,-2051,1.99
2024-11-13,backfill,2596,5985.3798828125,162,396,0.8462,1.1501,491,242,226,129,85,17,678.0,462.0,54.16,54.47,55.66,53.43,877,1623,131,118,-746,-298.4,-2797,-13.31
2024-11-14,backfill,2596,5949.169921875,150,376,0.6998,1.1845,442,261,168,175,63,25,590.0,527.0,51.58,53.24,53.27,49.73,806,1705,78,143,-899,-358.02,-3696,-29.31
2024-11-15,backfill,2596,5870.6201171875,110,484,0.5291,1.0226,375,325,164,201,56,27,538.0,590.0,47.65,51.0,48.5,46.11,728,1774,62,183,-1046,-418.07,-4742,-45.84
2024-11-18,backfill,2596,5893.6201171875,278,261,0.4486,1.0327,399,321,152,229,54,32,595.0,565.0,47.73,51.66,49.11,45.96,1298,1220,113,155,78,30.98,-4664,-37.3
2024-11-19,backfill,2596,5916.97998046875,293,174,0.5872,0.9987,386,354,180,225,64,29,631.0,580.0,48.65,51.73,49.42,47.34,1339,1148,139,129,191,76.8,-4473,-27.51
2024-11-20,backfill,2596,5917.10986328125,223,209,0.7008,0.7745,409,331,178,231,68,34,670.0,547.0,49.19,52.23,49.81,47.77,1233,1263,131,108,-30,-12.02,-4503,-23.45
2024-11-21,backfill,2596,5948.7099609375,348,162,0.9705,0.8195,398,365,240,194,72,26,661.0,564.0,52.81,53.85,52.66,53.81,1806,698,209,80,1108,442.49,-3395,2.87
2024-11-22,backfill,2597,5969.33984375,345,115,1.6145,0.8888,417,338,254,181,77,24,772.0,516.0,56.1,55.41,55.26,59.45,1848,665,305,57,1183,470.75,-2212,26.76
2024-11-25,backfill,2597,5987.3701171875,440,151,2.0333,0.9213,456,301,281,173,85,22,833.0,443.0,59.88,56.91,58.95,65.23,1739,779,353,48,960,381.25,-1252,42.59
2024-11-26,backfill,2599,6021.6298828125,165,279,1.6605,0.9643,478,296,237,205,71,27,807.0,458.0,58.98,55.75,58.41,62.18,987,1524,216,69,-537,-213.86,-1789,26.15
2024-11-27,backfill,2601,5998.740234375,258,125,1.8702,1.1173,457,273,229,174,81,24,844.0,429.0,59.82,56.44,58.52,64.9,1349,1157,168,52,192,76.62,-1597,26.49
2024-11-29,backfill,2601,6032.3798828125,252,98,1.901,1.3178,475,277,260,149,92,18,786.0,445.0,62.05,57.21,60.48,67.86,1485,998,179,39,487,196.13,-1110,32.62
2024-12-02,backfill,2601,6047.14990234375,235,226,1.5358,1.5761,563,246,309,127,97,22,774.0,449.0,62.44,57.67,60.63,68.09,1213,1316,152,59,-103,-40.73,-1213,25.86
2024-12-03,backfill,2603,6049.8798828125,175,283,1.0732,1.5005,563,259,297,136,94,22,748.0,439.0,58.74,56.51,58.28,60.2,880,1638,128,66,-758,-301.03,-1971,6.93
2024-12-04,backfill,2603,6086.490234375,232,201,1.2347,1.4456,590,247,304,144,95,21,683.0,489.0,59.7,56.9,58.66,59.2,1302,1210,148,62,92,36.62,-1879,7.6
2024-12-05,backfill,2604,6075.10986328125,139,334,0.9046,1.3116,616,258,243,164,88,25,640.0,524.0,56.37,55.41,55.91,50.92,812,1712,124,82,-900,-356.58,-2779,-11.53
2024-12-06,backfill,2605,6090.27001953125,327,129,0.9446,1.323,613,236,234,152,85,21,651.0,546.0,56.2,55.55,56.2,52.32,1312,1199,113,78,113,45.0,-2666,-7.75
2024-12-09,backfill,2606,6052.85009765625,334,223,1.0316,1.2479,605,232,214,134,85,20,702.0,488.0,56.95,56.14,57.25,52.38,1268,1268,76,39,0,0.0,-2666,-6.73
2024-12-10,backfill,2606,6034.91015625,140,297,0.9899,1.0282,581,249,188,137,77,22,693.0,498.0,54.37,55.37,55.79,49.77,1008,1498,81,54,-490,-195.53,-3156,-15.6
2024-12-11,backfill,2606,6084.18994140625,205,233,0.9416,1.0689,565,260,173,152,64,22,743.0,464.0,54.95,55.45,55.64,51.38,1295,1211,108,86,84,33.52,-3072,-11.65
2024-12-12,backfill,2606,6051.25,109,373,0.8884,0.8961,489,299,174,167,68,25,689.0,517.0,51.53,54.3,52.76,43.4,724,1797,74,123,-1073,-425.62,-4145,-31.17
2024-12-13,backfill,2608,6051.08984375,137,249,0.6727,0.7979,466,311,181,162,72,28,681.0,523.0,48.16,53.83,49.85,38.77,856,1647,64,139,-791,-316.02,-4936,-42.23
2024-12-16,backfill,2609,6074.080078125,234,282,0.5753,0.7803,453,328,200,131,78,30,611.0,597.0,47.14,52.66,49.06,37.6,1117,1405,112,150,-288,-114.2,-5224,-41.38
2024-12-17,backfill,2609,6050.60986328125,163,229,0.6208,0.7922,440,314,210,121,85,23,586.0,591.0,41.7,51.67,45.42,31.97,825,1702,58,122,-877,-347.05,-6101,-52.09
2024-12-18,backfill,2609,5872.16015625,83,1197,0.3116,0.5276,329,385,157,151,75,35,436.0,686.0,25.53,45.96,28.59,17.17,232,2318,22,264,-2086,-818.04,-8187,-84.54
2024-12-19,backfill,2609,5867.080078125,169,268,0.3533,0.5463,332,395,152,161,63,28,474.0,640.0,26.18,45.8,29.21,17.25,1086,1431,30,217,-345,-137.07,-8532,-77.81
