date,source,universe_size,spx_close,up_4pct,down_4pct,ratio_5d,ratio_10d,up_25pct_qtr,down_25pct_qtr,up_25pct_month,down_25pct_month,up_50pct_month,down_50pct_month,up_13pct_34d,down_13pct_34d,t2108,pct_above_200sma,pct_above_50sma,pct_above_20sma,advances,declines,new_highs,new_lows,net_advances,rana,ad_line,mcclellan_osc
2024-07-10,backfill,2539,5633.91015625,241,139,1.374,1.1133,198,462,94,128,37,24,235.0,623.0,44.82,50.69,43.84,52.58,1649,776,119,73,873,360.0,-5239,1.06
2024-07-11,backfill,2539,5584.5400390625,750,82,2.1257,1.5122,270,365,107,115,41,20,299.0,495.0,57.19,54.67,55.49,70.66,2013,449,197,35,1564,635.26,-3675,32.45
2024-07-12,backfill,2540,5615.35009765625,290,77,2.7234,1.5699,275,357,122,96,48,14,351.0,446.0,62.91,56.3,59.69,76.06,1780,674,228,25,1106,450.69,-2569,49.9
2024-07-15,backfill,2540,5631.22021484375,306,176,2.6595,1.654,361,319,135,100,45,16,491.0,380.0,64.17,57.72,61.93,76.57,1553,894,299,28,659,269.31,-1910,55.5
2024-07-16,backfill,2540,5667.2001953125,696,64,4.2435,2.3066,477,259,210,78,51,12,618.0,333.0,72.13,61.93,68.98,83.31,2022,433,451,28,1589,647.25,-321,78.9
2024-07-17,backfill,2540,5588.27001953125,115,356,2.857,2.1199,486,257,255,71,54,15,598.0,363.0,70.91,61.38,66.97,79.88,977,1475,244,29,-498,-203.1,-819,56.01
2024-07-18,backfill,2541,5544.58984375,48,455,1.2899,1.6188,443,267,187,80,44,11,597.0,396.0,64.78,58.48,61.43,71.7,452,2012,77,45,-1560,-633.12,-2379,14.65
2024-07-19,backfill,2542,5505.0,99,226,0.9898,1.5508,426,273,206,83,46,12,528.0,431.0,61.8,57.28,58.34,66.96,828,1591,67,58,-763,-315.42,-3142,-4.9
2024-07-22,backfill,2542,5564.41015625,316,119,1.0443,1.6085,462,262,246,76,54,14,554.0,404.0,67.19,59.01,63.1,72.07,1817,629,204,33,1188,485.69,-1954,18.46
2024-07-23,backfill,2542,5555.740234375,246,141,0.6353,1.6932,468,262,293,69,56,12,589.0,390.0,66.96,58.85,64.16,70.93,1414,1029,263,43,385,157.59,-1569,21.94
2024-07-24,backfill,2542,5427.1298828125,84,445,0.5722,1.3779,368,292,223,72,43,16,538.0,400.0,59.91,56.18,56.96,60.35,525,1918,80,66,-1393,-570.2,-2962,-11.59
2024-07-25,backfill,2544,5399.22021484375,302,156,0.9632,1.1296,418,280,284,70,60,16,531.0,400.0,61.44,57.19,59.08,61.64,1505,946,175,48,559,228.07,-2403,-0.28
2024-07-26,backfill,2544,5459.10009765625,310,92,1.32,1.1309,486,270,334,68,66,18,667.0,375.0,66.59,59.2,63.52,67.26,1889,548,287,36,1341,550.27,-1062,25.5
2024-07-29,backfill,2544,5463.5400390625,86,300,0.9065,0.9779,435,277,227,75,50,15,679.0,350.0,64.03,58.37,61.6,63.25,867,1580,137,61,-713,-291.38,-1775,5.33
2024-07-30,backfill,2544,5436.43994140625,132,283,0.7163,0.6755,418,299,222,89,37,12,709.0,379.0,63.09,58.25,61.05,59.59,1265,1164,221,76,101,41.58,-1674,4.71
