ticker,d,range5_pct,rmv,volrank,fwd20,mae20,tf
AAL,2026-07-09,15.709263710857565,57.507347827484296,65.625,-6.037507687811516,-20.515821546846368,输
AAL,2026-07-10,13.746311615516344,4.129730883367039,64.44444444444444,-5.958708773420717,-20.000001125279375,输
AAL,2026-07-13,10.11649094149702,51.28207636216028,72.56637168141593,-8.031879269388387,-16.86081628676982,输
AAL,2026-07-14,11.040201236843158,47.8461879154929,78.8546255506608,-2.4250166725639843,-13.465217909407146,输
AAL,2026-07-15,12.348044384966407,29.124323004678935,75.43859649122807,-4.478565605501117,-13.243759946691869,输
AAL,2026-07-16,10.961538438025782,61.21883925269918,77.72925764192141,-3.4615381323609418,-13.076922512618761,输
AAL,2026-07-20,9.24703131081524,2.378892797995397,74.45887445887446,-4.689564214310648,-10.435930567220153,输
AAL,2026-07-21,7.4607353615514835,0.0,65.51724137931035,-7.624345433326085,-11.256540205580478,输
AAMI,2026-04-29,5.64688801684528,43.64963496375166,30.113636363636363,11.724028158552201,0.0,赢
AAMI,2026-05-01,9.390743336519867,73.1302117604153,73.59550561797754,10.398539203612135,0.0,赢
AAMI,2026-05-15,8.514962159701241,37.31153459832699,63.297872340425535,17.22439011069885,-1.0316729283455728,赢
AAMI,2026-05-18,7.2901592902827534,37.43425140567022,63.49206349206349,18.886792587945035,-1.7738561954690146,赢
AAMI,2026-05-19,5.9536065389946735,3.6055351900136103,61.578947368421055,21.607097492380124,0.0,赢
AAMI,2026-05-28,8.939621583216372,15.636242804650657,62.755102040816325,-0.573462016100057,-3.9198128174255498,赢
AAMI,2026-05-29,6.361496048122792,6.432286868675689,53.80710659898477,-1.4497098868769043,-3.388315480299331,赢
AAMI,2026-06-01,6.583665075218848,0.6923141718113748,45.95959595959596,-0.9513741625115868,-3.3749634151882146,赢
AAMI,2026-06-02,6.052262956655359,0.0,35.678391959798994,-0.8627702757372013,-3.906587072999279,赢
AAMI,2026-06-03,4.719063389619663,47.01475763531543,40.0,1.278962401605055,-3.321477345456858,赢
AAMI,2026-06-18,21.570201443422533,100.0,100.0,9.314703736352502,-7.159021654789754,赢
AAMI,2026-06-22,21.9380252371989,24.79400728119763,99.52830188679245,13.61482966800931,-5.575859765346292,赢
AAMI,2026-06-23,22.202446568376605,22.590628750769724,99.06103286384976,12.75167413530831,-4.437755647669328,赢
AAMI,2026-06-26,9.07201620390477,24.934356973804892,97.68518518518519,14.75069525766537,-1.426591167358704,赢
AAMI,2026-07-01,6.8074483153061776,25.90446177239746,92.23744292237443,16.629609659716095,0.0,赢
AAMI,2026-07-02,7.148719025742241,15.544544023409498,90.9090909090909,18.333564368961675,0.0,赢
AAMI,2026-07-06,12.015163553876972,100.0,90.04524886877829,13.430192101692363,-2.2236286826286644,赢
AAMI,2026-07-07,11.43331258023632,1.8474388950503644,84.68468468468468,17.424629027020224,-1.136943540530333,赢
AAMI,2026-07-08,10.912262257949841,0.0,82.0627802690583,18.116041327086798,0.0,赢
AAMI,2026-07-13,7.0638263104049415,27.45431780095145,76.99115044247787,15.11230050889738,0.0,赢
AAOI,2026-02-26,24.753215227157803,64.95585131291689,36.09022556390977,81.44906064587252,0.0,赢
AAOI,2026-03-19,19.92248888340605,55.62173758795748,76.35135135135135,56.416798501788115,-17.00353428414315,赢
AAOI,2026-04-02,25.97921450793454,100.0,80.37974683544303,76.60474260357724,0.0,赢
AAOI,2026-04-06,35.974879019597566,37.42662303814726,76.10062893081762,60.98650594737769,0.0,赢
AAOI,2026-04-21,25.44331254238552,62.76268214010758,45.88235294117647,13.787602774126162,-8.83975039512529,赢
AAOI,2026-04-22,24.795879738846157,47.61660454013097,56.14035087719298,10.600988175612702,-8.13813666920299,赢
AAOI,2026-04-23,29.60865464627538,35.0363774196002,72.67441860465115,28.37435783296163,-0.341248264926175,赢
AAOI,2026-04-27,27.973658335006306,14.916881495610154,74.13793103448276,21.841128141381503,-5.84442608300455,赢
AAOI,2026-04-28,23.488264260981996,3.791053471364672,75.42857142857143,31.014140337954508,0.0,赢
AAOI,2026-04-29,21.095328042994183,33.46587726346982,62.5,10.593471339026372,-2.545311354473856,赢
AAOI,2026-05-07,25.18247351600168,51.94405372883072,75.27472527472527,12.345285034271015,-5.46493204923838,赢
AAOI,2026-05-08,30.83120546275704,100.0,83.06010928961749,32.02631674926124,0.0,赢
AAOI,2026-05-15,43.66989105708796,9.781511959212173,77.12765957446808,0.6251326106276212,-16.783986575856723,平
AAOI,2026-05-22,19.080934804053328,14.478608518701858,75.12953367875647,-18.761365376144823,-18.761365376144823,输
AAOI,2026-05-27,18.039260474391106,33.937998131480484,74.87179487179488,-22.96057839320532,-22.96057839320532,输
AAOI,2026-06-01,24.72666780571346,100.0,74.24242424242425,-20.202507069938548,-26.91872473767202,输
AAOI,2026-06-02,28.027871023003172,22.723758069877064,61.80904522613066,-31.31392827305821,-32.94954503367384,输
AAOI,2026-06-03,30.81436353767139,32.87079816922381,76.0,-34.29130649448919,-34.29130649448919,输
AAOI,2026-06-04,29.863471102648127,86.64732645824476,71.14427860696517,-39.19858002787029,-40.38641760949548,输
AAOI,2026-06-08,19.603338217066675,48.86845448527754,77.33990147783251,-41.80227685281888,-41.81753253802534,输
AAOI,2026-06-15,24.395724480203445,15.670535581814148,79.8076923076923,-43.0488151397137,-43.0488151397137,输
AAON,2026-05-19,11.20749513135772,20.43103882442888,98.42105263157895,2.443306117894384,-6.959107216701721,赢
AAON,2026-05-21,7.523233808111851,11.614866813488518,95.3125,2.919297447565361,-8.448991963457663,平
AAON,2026-06-04,10.059185415774529,31.631074412581043,76.61691542288557,-23.824454093049162,-25.029606089399394,输
AAON,2026-06-05,14.24767542146817,100.0,96.53465346534654,-17.10148809441626,-18.850846999741357,输
AAON,2026-06-08,14.309175321152923,0.0,94.58128078817734,-18.22794330825561,-18.500567770225874,输
AAON,2026-06-09,20.133635990139773,100.0,98.0392156862745,-14.969923734300783,-16.998303480665488,输
AAON,2026-06-10,22.340271237086817,56.82134233408619,100.0,-5.746366352909504,-11.145970685160812,平
AAON,2026-06-11,17.97263310547555,22.056121864885487,99.51456310679612,-12.787622066458049,-16.340171597325014,输
AAON,2026-06-12,15.763820006996559,19.763670726845493,98.55072463768117,-11.211574701242533,-15.38642921548783,输
AAON,2026-06-15,15.275029628858944,0.0,95.67307692307693,-13.8275138321289,-18.010050852944957,输
AAON,2026-06-16,13.40118935869411,8.036076786812902,94.25837320574163,-13.362931443825211,-17.6335529387474,输
AAON,2026-06-17,12.005094806210748,17.674314896040425,90.47619047619048,-16.451711413462032,-19.301138081857182,输
AAON,2026-06-18,10.108250125389477,26.54670056871069,83.41232227488152,-24.01989736254646,-24.01989736254646,输
AAON,2026-06-22,7.131309631258642,3.2641696303237273,77.83018867924528,-22.43684065077568,-23.707407124339174,输
AAON,2026-06-23,10.737732116009234,21.328042992135188,90.61032863849765,-17.21127794866234,-19.752800538919935,输
AAON,2026-06-24,10.562304902593043,30.476272100261713,84.57943925233646,-18.176295356342564,-21.063835535306353,输
AAON,2026-06-25,10.43073275511154,24.296423332046146,78.6046511627907,-22.955123517074306,-22.955123517074306,输
AAON,2026-06-26,10.963869719451552,51.36829679368974,87.96296296296296,-20.318664130194854,-20.318664130194854,输
AAON,2026-06-29,12.202685903754316,18.361925021507,85.71428571428571,-25.43154995906127,-25.43154995906127,输
AAON,2026-06-30,12.092067053512931,17.886048511837966,77.06422018348624,-33.09947789827081,-33.09947789827081,输
AAPL,2026-02-24,6.147577922714065,33.268173923126504,95.41984732824427,-7.532899426271622,-8.874119132978242,输
AAPL,2026-02-25,6.1189535873340155,5.817372204671748,93.93939393939394,-7.880256348912074,-9.568619131273914,输
AAPL,2026-02-26,6.576284500437771,11.475388726916487,93.23308270676691,-7.349329806488347,-9.144534000709893,输
AAPL,2026-06-08,5.382363868419184,100.0,79.80295566502463,3.9298246040532003,-8.75174692466808,输
AAPL,2026-06-09,10.194461022634528,74.92323352542655,98.52941176470588,8.834971276855864,-5.300288944969256,输
AAPL,2026-06-10,10.29562993724809,31.846265641749234,97.5609756097561,8.141858696494753,-5.634814052833259,输
AAPL,2026-06-11,10.154584410053621,21.494477561695973,95.14563106796116,7.333490652201036,-6.92757491174577,输
AAPL,2026-06-12,10.311542938839812,19.44854651701452,98.55072463768117,8.150991110764183,-5.488962525211072,输
AAPL,2026-06-15,4.51048929130756,18.402291533545633,93.75,10.485123683617491,-7.175631324177168,输
AAPL,2026-06-16,4.377761975192467,15.715083911992506,88.99521531100478,11.368803273067885,-8.050395185406378,输
AAPL,2026-06-17,4.216932440776107,26.88024701665256,92.85714285714286,12.769041997008458,-7.028213397145089,输
AAPL,2026-06-18,4.177706936364639,13.23101130843164,87.67772511848341,9.590277609091613,-7.670883530493732,输
AAPL,2026-06-22,3.6093130392524952,11.625787512484022,85.37735849056604,10.346442496419694,-7.3600288275302965,输
AAPL,2026-06-23,2.8712246426996115,30.436202214997028,87.79342723004694,10.733954437593706,-6.5069610615618885,输
AAPL,2026-06-24,3.2346259647247653,24.883664461154222,87.85046728971963,9.751620807912653,-6.117774105404383,输
AAPL,2026-07-01,7.758677587641516,10.992933118316545,98.17351598173516,13.265158957336487,0.0,赢
AAUC,2026-03-20,4.052286783202343,64.57026513891951,6.0402684563758395,4.313724439113287,0.0,赢
AB,2026-02-25,5.959187589915533,15.227322578781209,91.66666666666666,-7.785026732082356,-8.211959623974874,输
AB,2026-02-26,5.650858511448986,3.570973787349155,88.7218045112782,-6.659932568560912,-7.79515074580136,输
AB,2026-02-27,5.705553893440558,4.797082266991372,88.80597014925374,-9.169628496566917,-9.169628496566917,输
AB,2026-03-02,5.19314628740393,11.386456164968394,90.37037037037037,-6.728055626363794,-8.774620415460955,输
ABBV,2026-07-09,5.461970362128998,12.02584722413582,79.46428571428571,-1.7222911647019723,-2.0527415811823935,赢
ABBV,2026-07-10,6.397134392911412,12.144572985792289,81.33333333333333,-0.11638290023734399,-1.3302141791019406,赢
ABBV,2026-07-13,6.34677738305872,0.0,76.54867256637168,0.6996070593124015,-1.2983841489239811,赢
ABBV,2026-07-14,5.159736717346189,0.0,74.44933920704845,2.89652055039622,0.0,赢
ABBV,2026-07-15,4.746844266382954,18.23980730912049,62.71929824561403,1.9048764429388187,-0.12699092942470847,赢
ABCB,2026-02-25,6.4539964855180445,30.635628575788626,98.48484848484848,-4.339756433961616,-8.456972435905886,输
ABCB,2026-02-26,6.323431034024687,28.90124823704625,90.97744360902256,-6.383998704288363,-10.308903522604563,输
ABCB,2026-04-07,3.7441858435772475,13.271919934531175,49.375,8.782518238189363,0.0,赢
ABCB,2026-04-16,2.263098501220741,1.218666801834697,37.72455089820359,1.258621543227889,0.0,赢
ABCB,2026-05-12,6.164467119294238,56.3056712921262,42.16216216216216,3.0108286935674355,-1.7493722928379807,平
ABCB,2026-05-13,6.045614941432448,25.896921885092713,41.39784946236559,4.923364716739687,-0.3740856271601922,赢
ABCB,2026-05-14,5.270715536647696,0.0,35.82887700534759,6.310503670179024,-1.3266416376925272,赢
ABCB,2026-05-15,6.225778919722753,20.43990770132819,38.82978723404255,6.407461089989663,0.0,赢
ABCB,2026-05-18,3.827743134838964,44.29907793417921,40.74074074074074,5.825362242157328,-1.1961735835533838,赢
ABCB,2026-05-19,3.377722885626338,0.05245385012349677,37.89473684210527,4.128337477867561,0.0,赢
ABCB,2026-05-28,3.2620259419573423,2.9842207808994634,25.0,7.552298130044921,-2.1746872902537295,赢
ABCB,2026-05-29,2.728032657136051,25.86934519815969,22.84263959390863,7.164043010939936,-1.8265918558838634,赢
ABCB,2026-06-01,4.447656803574192,65.1544192217902,24.747474747474747,8.739324081460387,-0.5048740581464095,赢
ABCB,2026-06-02,4.348345469193674,33.90470614773477,24.120603015075375,8.53519331467787,-2.19780001351636,赢
ABCB,2026-06-17,5.848154331212855,100.0,53.80952380952381,7.5628249975018935,0.0,赢
ABCB,2026-07-08,5.33545779660236,23.144409878812176,50.224215246636774,0.9308745127805551,-2.327160299224018,赢
ABCL,2026-06-03,24.825177069567125,22.240781292130023,82.0,41.78321598164811,-11.013980082377795,赢
ABCL,2026-06-05,22.953736443442953,61.80093615187148,93.56435643564357,36.83274401802683,-9.430600422840874,赢
ABCL,2026-06-08,24.815502732400045,17.701980778867615,96.55172413793103,30.996306359599956,-6.0885593922666565,赢
ABCL,2026-06-09,31.603776046329134,25.90581058477809,98.52941176470588,37.547164141559094,-3.9622647281047585,赢
ABCL,2026-06-11,24.857684013676813,0.0,94.66019417475728,23.719165171234756,-3.415556527326158,赢
ABCL,2026-06-12,17.55725413128456,0.0,93.23671497584542,28.625955448847563,-2.8625882649278234,赢
ABCL,2026-06-15,11.977187966298676,6.414886488836482,90.86538461538461,28.136872202207954,-3.231940473319783,赢
ABCL,2026-06-17,13.786764560866729,29.516346302693332,88.09523809523809,18.841913319595637,0.0,赢
ABCL,2026-06-18,13.56238646555119,23.396664053462366,85.78199052132702,4.882458782689114,0.0,赢
ABCL,2026-06-22,14.982573013408263,10.392567811862264,82.0754716981132,4.006969133183125,-1.916370401802614,赢
ABCL,2026-06-23,16.16340726313602,21.3135035171289,82.62910798122066,1.77619720426061,0.0,赢
ABCL,2026-06-24,19.1542237609292,59.112501996190154,79.90654205607477,-5.970151260174605,-5.970151260174605,赢
ABCL,2026-07-08,19.718304751198794,59.15391037361987,88.34080717488789,-16.61971611532985,-26.056337034955323,输
ABCL,2026-07-09,22.222214227695826,44.57040213544761,85.26785714285714,-10.425236708115094,-27.983538717803846,输
ABCL,2026-07-10,26.999991725473077,52.913909257827555,91.55555555555556,1.9117593229024843,-22.794119812625446,输
ABCL,2026-07-13,31.288335751282908,0.0,93.80530973451327,43.25153650170173,-19.478527371805953,输
ABCL,2026-07-14,19.28783023804221,5.804504249628866,88.98678414096916,44.807129975060136,-22.106822280662687,输
ABCL,2026-07-15,16.468845270157264,0.0,83.77192982456141,53.635013262299225,-22.106822280662687,输
ABEV,2026-03-02,6.168832152079785,5.783196102778527,91.85185185185185,-8.441557584606896,-12.012983106296138,输
ABEV,2026-03-03,11.904762378047822,85.16304851199709,98.52941176470588,-0.6802707810658837,-7.823126181214857,输
ABEV,2026-03-04,11.744966275239229,23.244794961986624,97.08029197080292,-0.3355738084257376,-9.060404569272595,输
ABEV,2026-03-05,11.64383314858188,52.13891911515352,98.55072463768117,0.3424691745808284,-7.191778971128404,输
ABEV,2026-03-06,9.589042681601248,74.15734075369772,100.0,2.397259657042805,-7.191778971128404,输
ABEV,2026-03-09,6.000007964285305,72.840238347907,96.42857142857143,-1.0000019924962578,-9.666667330832091,输
ABEV,2026-03-10,7.947024594998899,91.47853706807108,96.45390070921985,1.9867510345014328,-10.26490013793352,输
ABEV,2026-03-11,8.026760789255144,26.831072761860305,95.07042253521126,5.351176077953168,-9.364546141456898,输
ABEV,2026-03-12,8.362374492441928,80.1915591714818,100.0,11.1498289480086,-5.574910308506742,输
ABEV,2026-03-13,7.692311777352612,80.1915540079867,99.30555555555556,10.489515400352989,-5.244749340051758,输
ABEV,2026-03-16,7.58621050098212,27.14098976278486,98.62068965517241,8.275862182687055,-6.551723540892906,输
ABEV,2026-03-17,6.206898366355467,8.957336718713563,97.26027397260275,7.931039401215556,-6.551723540892906,输
ABEV,2026-04-01,6.7340072376972815,28.749110706377447,84.71337579617835,-1.6835023882583955,-4.040404121722119,赢
ABEV,2026-04-06,7.023410964827381,10.72317944539854,81.76100628930818,-3.0100315459481775,-4.682273070728449,赢
ABEV,2026-04-07,4.7138097974289135,52.49951510935235,81.25,13.468011055577044,-4.040404121722119,赢
ABEV,2026-04-15,4.1533567801266225,0.0,76.50602409638554,0.6389763422842032,-8.94569170886812,输
ABEV,2026-04-16,6.885250653410161,65.5804179542036,79.64071856287424,3.278697906083572,-6.557372294176822,输
ABEV,2026-04-17,5.90164268774043,99.99999387783248,80.35714285714286,0.6557442848147854,-6.557372294176822,输
ABEV,2026-04-20,5.863195120828061,0.0,76.33136094674556,2.2801296589365583,-7.16612512305449,输
ABEV,2026-04-21,4.8860016657849075,54.76630571791534,74.70588235294117,2.605865805181362,-7.16612512305449,输
ABEV,2026-04-22,4.318939330613776,54.766300432528745,74.85380116959064,7.308971762262262,-5.315612216414811,输
ABEV,2026-05-12,6.134969115370989,8.593875838936617,95.13513513513514,-4.601228883695518,-5.828220318944133,输
ABEV,2026-05-13,8.253967239690601,79.51440961293564,100.0,2.2222215475145024,-2.5396850216430678,平
ABEV,2026-05-14,7.301575453260149,25.732553511587167,98.3957219251337,3.1745967889765803,-2.5396850216430678,平
ABEV,2026-05-15,9.446249680256003,37.63225144154723,100.0,5.863188326334279,0.0,平
ABEV,2026-05-18,7.961781081544496,12.685149468944859,97.35449735449735,1.9108318570458804,-2.2292987567965383,平
ABEV,2026-05-19,7.619045120028272,43.86902506153217,95.26315789473684,-0.31746347412855425,-2.5396850216430678,平
ABEV,2026-05-20,5.8823497674244285,43.86887493658431,91.62303664921467,-3.4055771785615474,-4.953558056814944,输
ABEV,2026-05-21,7.645253989642583,56.342423667961235,90.625,-3.9755311209287325,-6.116203411870346,输
ABEV,2026-05-22,7.499996137921873,22.943369024724696,93.78238341968913,-1.2500049501077748,-4.0625030120938765,平
ABEV,2026-05-26,7.645256454862643,23.392515815354717,90.20618556701031,-4.007944832491739,-6.116203411870346,输
ABEV,2026-05-27,5.504580757692274,31.76835684306054,87.17948717948718,-3.7012612538571243,-6.116203411870346,输
ABEV,2026-05-28,4.6874893189166755,49.73877076897212,90.81632653061224,1.2257961211628032,-4.0625030120938765,平
ABEV,2026-05-29,5.607469301883665,49.73876756273256,87.81725888324873,-0.6516244989896003,-4.36136955629528,平
ABEV,2026-06-01,5.555548186376765,49.73876974414763,84.84848484848484,-2.8096115953246015,-5.246914195214892,输
ABEV,2026-06-02,5.538454429641599,7.5957346569996185,79.89949748743719,-4.03437471859821,-5.538458097691523,输
ABEV,2026-06-03,5.414007729472718,40.94473391507197,90.5,-0.9919052617511914,-2.2292987567965383,平
ABEV,2026-06-04,6.430865183523012,0.0,85.57213930348259,-1.004225834838024,-1.286171111945178,平
ABEV,2026-06-05,6.410257860565788,4.204169824834439,78.21782178217822,-3.571511500880875,-3.571511500880875,平
ABEV,2026-06-09,5.128202037947238,14.385923808993576,76.47058823529412,-2.285799547044254,-3.571511500880875,平
ABEV,2026-06-10,3.5369805747656082,7.080615922072422,70.73170731707317,-1.004225834838024,-3.261456366944482,平
ABEV,2026-06-11,5.9006217283052536,86.72576364671681,71.35922330097088,-4.697519022893704,-6.566193373318896,输
ABEV,2026-06-12,7.076918204758767,0.0,68.11594202898551,-4.651516435630276,-7.428654162274595,输
ABEV,2026-06-15,6.769231367148631,45.6062282577941,66.82692307692307,-6.502941586726485,-7.428654162274595,输
ABEV,2026-06-16,6.874996105927332,19.721777368908672,65.55023923444976,-4.415271975359003,-5.982233259987058,输
ABEV,2026-06-17,6.050949777944976,100.0,77.14285714285715,-3.227569853810419,-4.1857118218358025,平
ABEV,2026-06-22,7.006369833853373,9.803586593388367,68.86792452830188,-0.6725246057427303,-4.1857118218358025,输
ABEV,2026-06-23,6.012659310220937,20.64453339369607,66.19718309859155,-0.34909291983838964,-4.7921301742733124,输
ABEV,2026-06-24,6.0529996585987815,3.023596155585076,60.280373831775705,-1.2779616232937885,-4.153358136989671,输
ABEV,2026-06-25,2.222954834562842,3.808800483757334,54.418604651162795,-2.5477757787232713,-4.458601918054628,输
ABEV,2026-06-26,3.9894049399585922,11.460372490806439,51.85185185185185,-4.953562999562577,-7.120743582517408,输
ABEV,2026-06-29,4.366596473893721,28.009437465288308,53.91705069124424,-1.5723255115296708,-5.660379338946264,输
ABEV,2026-06-30,4.140130894832733,8.432770195688787,54.58715596330275,-1.273891685835693,-4.458601918054628,输
ABNB,2026-02-25,9.248591925417095,46.869236395706544,96.96969696969697,-0.15907188840396103,-4.332677651561257,平
ABNB,2026-03-02,10.28815822423688,50.67492518149628,97.03703703703704,-7.62419064349703,-7.796782371712407,输
ABNB,2026-03-03,8.7620251570466,24.161039026786025,97.05882352941177,-5.081174720369253,-7.644310773285968,输
ABNB,2026-03-04,6.894644889774551,22.63691268022791,94.16058394160584,-7.636115801538468,-9.347787492363002,输
ABNB,2026-03-05,7.662865803757941,24.687629242789566,93.47826086956522,-8.023561770742793,-9.554657912229336,输
ABNB,2026-03-06,7.813558504796675,0.0,94.96402877697841,-4.818733299424915,-7.7760214014745195,输
ABNB,2026-03-09,7.934786692304803,32.03835629759305,97.14285714285714,-6.759678908534927,-8.32649118432932,输
ABNB,2026-03-10,8.030047048316117,9.559436008208733,97.87234042553192,-0.7852676878211229,-7.225913257633887,输
ABNB,2026-03-11,7.972857452206611,0.0,90.84507042253522,-3.171149071815149,-7.886645693982064,输
ABNB,2026-03-17,6.654029066288136,17.90883862887984,90.41095890410958,4.213715564369935,-6.881390232408879,输
ABNB,2026-03-18,6.390602410872291,11.581305286799633,87.07482993197279,5.094175571602388,-6.299093898160246,输
ABNB,2026-03-19,6.407215906101333,13.620538324686288,84.45945945945947,8.226936553230813,-6.055501908486227,输
ABNB,2026-03-23,4.774117207849824,34.144605362514035,82.66666666666667,7.587297561240591,-7.330864967020812,输
ABNB,2026-03-24,4.869232177734375,24.57666939715733,84.10596026490066,10.907686673677874,-5.484613271859972,输
ABNB,2026-03-25,4.802368521584108,10.131435549945738,80.92105263157895,7.632196149705384,-6.782486137318688,输
ABNB,2026-03-26,5.4402601981011385,38.918216460790525,81.04575163398692,8.972997088884727,-6.249042396288895,输
ABNB,2026-04-08,9.703190991507798,39.6021982337034,87.5776397515528,6.453585525284411,-1.8569157503457667,赢
ABNB,2026-04-09,9.87147105071338,46.52453053523793,90.12345679012346,8.748840764451614,-0.15484433460174474,赢
ABNB,2026-04-10,8.41345400113092,77.23130649410457,95.0920245398773,9.716189614581893,0.0,赢
ABNB,2026-04-28,6.480145959367327,36.661216545148726,68.0,-4.991360412637014,-5.667426643071726,输
ABNB,2026-05-04,5.451539169627823,100.0,66.4804469273743,-3.2478715879392883,-5.545151169809359,输
ABNB,2026-05-05,5.417596475834426,17.494107186647962,65.0,-4.394188490222872,-6.13325150466647,输
ABNB,2026-05-11,7.344036641579013,95.66357053930261,87.5,-4.15906371493443,-4.297701027722011,平
ABNB,2026-05-12,9.351932808165772,28.74153153666309,87.56756756756758,-4.709174656939097,-4.709174656939097,平
ABNB,2026-05-18,5.428140819418541,41.4842374854178,74.60317460317461,5.137746641617857,-3.871926157915395,平
ABNB,2026-05-20,6.68387853531388,82.23861006151003,83.7696335078534,5.060863486467193,-4.758389378847417,平
ABNB,2026-05-21,6.748601533403166,41.606195985340335,89.58333333333334,3.679703866969275,-3.8361220830423703,平
ABNB,2026-05-28,4.768774323303903,42.50631282875642,77.55102040816327,8.223046511965615,-4.014865350546004,赢
ABNB,2026-06-01,6.052074008947868,54.31883815991389,72.72727272727273,3.793436695114627,-6.36105702783083,输
ABNB,2026-06-15,9.304835694056903,97.13637012797747,68.26923076923077,6.778927543046298,-0.07915990575479981,赢
ABNB,2026-06-22,6.822330649259873,61.632356811347094,61.79245283018868,3.527554835826874,-0.2442677864265108,赢
ABNB,2026-06-23,4.241987130527973,0.0,58.21596244131455,0.8642397518856093,0.0,赢
ABNB,2026-07-08,6.176986372550789,47.27837258474999,65.47085201793722,6.673668239654473,-3.7635465119816414,赢
ABNB,2026-07-21,5.461492049017031,9.582735687002833,49.137931034482754,27.709917407704452,-4.531574255871984,输
ABSI,2026-05-12,36.78804450373273,22.589536982121626,94.05405405405406,19.14099144195289,-13.538747003739637,赢
ABSI,2026-05-13,37.16980602445041,5.474941157694675,92.47311827956989,22.830188577393272,-12.641510418531654,赢
ABSI,2026-05-14,35.55956324470302,46.860997352882784,89.83957219251337,22.7436865985174,-16.425990138594358,输
ABSI,2026-05-15,34.307986603943526,24.77584202562747,95.74468085106383,41.715396076922296,-9.74658847652855,赢
ABSI,2026-05-18,22.649137445485557,10.50128643835812,95.76719576719577,41.55712349850542,-6.370071714570402,赢
ABSI,2026-05-20,29.898991436389633,7.401564132276592,94.24083769633508,49.69697238255404,0.0,赢
ABSI,2026-05-21,19.25343791149453,6.401998232113444,92.1875,65.02945710639108,0.0,赢
ABSI,2026-05-22,15.09804847377045,0.0,87.04663212435233,45.29411737206623,0.0,赢
ABSI,2026-05-26,18.75000395106531,10.695247370681955,79.89690721649485,90.8143827447089,-2.2727340459820944,赢
ABSI,2026-05-27,15.891476664919496,5.240182460491236,77.94871794871796,97.86822364476593,0.0,赢
ABSI,2026-06-03,37.37374150914785,37.59570978084139,90.0,95.62289181183108,0.0,赢
