date,class,title,subtitle,audience,likes,comments,url
2025-06-04,E · TSF 教学/模型,TSF- Guide For Buying Breakouts,Substacks Most Comprehensive Guide For Buying Breakouts,only_paid,17,10,https://thesetupfactory.substack.com/p/the-tsf-guide-for-buying-breakouts
2025-06-03,G · 周末宏观大稿,"How To Spot A Market Leader, Semis, New Leading Group Emerging, Many Setups And A Crazy Stock",I Have Alot Of Stocks To Show You Today,only_paid,6,0,https://thesetupfactory.substack.com/p/how-to-spot-a-market-leader-semis
2025-06-01,C · Focus Stocks 预告帖,Waiting For The Move,The TSF - Focus Stocks Page Is Updated,everyone,5,0,https://thesetupfactory.substack.com/p/waiting-for-the-move
2025-05-29,G · 周末宏观大稿,"Walking Through PLTR, HIMS, HOOD, NVDA And One New Urgent A+ Setup",Court Blocks Tariffs,only_paid,6,0,https://thesetupfactory.substack.com/p/walking-through-pltr-hims-hood-nvda
2025-05-27,G · 周末宏观大稿,The Most Intense Setups Post Since The Launch Of This Substack,The TSF - Focus Stock Page Is Updated,only_paid,7,2,https://thesetupfactory.substack.com/p/the-most-intense-setups-post-since
2025-05-25,C · Focus Stocks 预告帖,Hold The Line!,The TSF - Focus Stocks Page Is Updated,only_paid,5,0,https://thesetupfactory.substack.com/p/hold-the-line
2025-05-22,G · 周末宏观大稿,"High Octane Stocks, Quantum, S&P 500, Bonds & Yields And Alot Of Setups",Stocks In Our High Octane Post Made Insane Moves This Week,only_paid,4,4,https://thesetupfactory.substack.com/p/high-octane-stocks-quantum-s-and
2025-05-21,G · 周末宏观大稿,Emergency A+ Setups For The TSF Community,Next Post Was Planned For Thursday,only_paid,6,1,https://thesetupfactory.substack.com/p/emergency-a-setups-for-the-tsf-community
2025-05-20,G · 周末宏观大稿,Six Stocks Approaching Great Entries ,Our Play In CoreWeave Going Into Yesterday Worked,only_paid,3,0,https://thesetupfactory.substack.com/p/six-stocks-approaching-great-entries
2025-05-18,G · 周末宏观大稿,A Search For Red Flags,Every Once In A While — I Share The Full Market Analysis I Deliver Weekly To Paid Subscribers,everyone,9,0,https://thesetupfactory.substack.com/p/a-search-for-red-flags
2025-05-16,G · 周末宏观大稿,Free Post - We Need To Talk About CoreWeave - Post-Analysis,I Have Been Monitoring CoreWeave Everyday Since It IPO-ed,everyone,12,0,https://thesetupfactory.substack.com/p/free-post-we-need-to-talk-about-coreweave
2025-05-15,G · 周末宏观大稿,High Octane Stocks,This Is A Different Type Of Post,only_paid,4,0,https://thesetupfactory.substack.com/p/high-octane-stocks
2025-05-13,G · 周末宏观大稿,A Deep-Dive In Tempus AI,Tempus AI (Ticker: TEM),everyone,10,0,https://thesetupfactory.substack.com/p/portfolio-update-and-a-deep-dive
2025-05-12,G · 周末宏观大稿,Smart Money Always Knows,You Have Already Seen My Core Watchlist,everyone,5,0,https://thesetupfactory.substack.com/p/smart-money-always-knows
2025-05-11,G · 周末宏观大稿,There Are Bullish Signs Under The Hood,I Post About A Lot of Setups — So I’ve Made Navigation Easier,everyone,4,0,https://thesetupfactory.substack.com/p/there-are-bullish-signs-under-the
2025-05-10,G · 周末宏观大稿,Put These Stocks On Your Watchlist Immediately ,On Sunday I Will As Usual Post My Weekly Market Analysis,only_paid,3,2,https://thesetupfactory.substack.com/p/put-these-stocks-on-your-watchlist
2025-05-08,G · 周末宏观大稿,How To Handle Swing And Position Trades,If We Are Seeing The Beginning Of An Emerging Bull market,only_paid,12,0,https://thesetupfactory.substack.com/p/how-to-handle-swing-and-position
2025-05-07,G · 周末宏观大稿,Trade Alert - New Position,So Far Market Is Ignoring Powells Incredibly Bearish View Of The Economy,only_paid,3,1,https://thesetupfactory.substack.com/p/trade-alert-new-position
2025-05-06,G · 周末宏观大稿,Earnings Gaps Special - And How To Handle Palantir And HIMS,Last Weekend I Told You,only_paid,6,0,https://thesetupfactory.substack.com/p/earnings-gaps-special-and-how-to
2025-05-05,G · 周末宏观大稿,Weekly Focus Setups And Some News,Coming Soon From The Setup Factory,only_paid,5,0,https://thesetupfactory.substack.com/p/weekly-focus-setups-and-some-news
2025-05-04,G · 周末宏观大稿,Lock Out Rally Or Lock In Rally?,Great Bullish Action Last Week,only_paid,4,0,https://thesetupfactory.substack.com/p/lock-out-rally-or-lock-in-rally
2025-05-02,G · 周末宏观大稿,Free Post - A Look At How Our Stocks Are Performing,Incredibly Bullish Action,everyone,4,0,https://thesetupfactory.substack.com/p/free-post-a-look-at-how-our-stocks
2025-05-01,G · 周末宏观大稿,More Stocks Setting Up,Our Buys From Last Week Are Behaving Well,only_paid,3,0,https://thesetupfactory.substack.com/p/more-stocks-setting-up
2025-04-30,G · 周末宏观大稿,Don't Forget About Gold — Re-sent Post Due To Substack Issue,"Substack had delivery issues this morning, therefore very few received this mornings post.",everyone,0,0,https://thesetupfactory.substack.com/p/dont-forget-about-gold-re-sent-post
2025-04-30,G · 周末宏观大稿,Don't Forget About Gold,Lets Start With Admiring OKTA,everyone,2,2,https://thesetupfactory.substack.com/p/dont-forget-about-gold
2025-04-29,G · 周末宏观大稿,Trade Alert - New Position and Add-on Buy,,only_paid,0,0,https://thesetupfactory.substack.com/p/trade-alert-new-position-and-add
2025-04-28,G · 周末宏观大稿,Weekly Focus List - There Are A Ridiculous Number Of Great Setups,Massive Reversals Produce A Lot Of Opportunities,everyone,2,0,https://thesetupfactory.substack.com/p/weekly-focus-list-there-are-a-ridiculous
2025-04-27,G · 周末宏观大稿,The Most Hated Rally In Years,Before We Start Lets Talk About Palantir,everyone,5,2,https://thesetupfactory.substack.com/p/the-most-hated-rally-in-years
2025-04-25,B · TSF Focus Stocks,Free Post - Eight Of Our Focus Stocks Breaking Out,We Have Entered The Market,everyone,8,0,https://thesetupfactory.substack.com/p/free-post-eight-of-our-focus-stocks
2025-04-24,G · 周末宏观大稿,Trade Alert,,only_paid,3,0,https://thesetupfactory.substack.com/p/trade-alert
2025-04-24,G · 周末宏观大稿,The Market Is Trapping Bulls And Squeezing Shorts,And some stockideas,everyone,8,0,https://thesetupfactory.substack.com/p/the-market-is-trapping-bulls-and
2025-04-22,G · 周末宏观大稿,Better To Be Bored Than Broke ,And An Updated Focus List,only_paid,3,0,https://thesetupfactory.substack.com/p/better-to-be-bored-than-broke
2025-04-20,G · 周末宏观大稿,Deep Dive Post - A Growth Leader Ready For A New Run,And A Couple More Stocks,only_paid,2,0,https://thesetupfactory.substack.com/p/deep-dive-post-a-growth-leader-ready
2025-04-18,G · 周末宏观大稿,Controlled Test Of Low — Or The Start Of A Meltdown?,This post is long containing many charts.,everyone,9,0,https://thesetupfactory.substack.com/p/controlled-test-of-low-or-the-start
2025-04-16,G · 周末宏观大稿,Fed Threw Trump Under The Bus,And A Stock That Wants To Double Again,only_paid,1,0,https://thesetupfactory.substack.com/p/fed-threw-trump-under-the-bus
2025-04-15,G · 周末宏观大稿,Trade Alert - And A lot Of Stocks Setting Up,Some New Some Old,everyone,4,0,https://thesetupfactory.substack.com/p/trade-alert-and-a-lot-of-stocks-setting
2025-04-14,G · 周末宏观大稿,"The Weekly Stockideas - Quantum, AI, Space and Cybersecurity",Since Trump Changes His Policies Faster Than I Can Write,only_paid,2,0,https://thesetupfactory.substack.com/p/the-weekly-stockideas-quantum-ai
2025-04-12,G · 周末宏观大稿,Shortest Bear Market In History Or An Overly Obvious Bulltrap?,This post is long containing many charts.,only_paid,3,0,https://thesetupfactory.substack.com/p/shortest-bear-market-in-history-or
2025-04-11,G · 周末宏观大稿,The TSF - Guide For Buying Breakouts,In This Post You Will Learn How To Buy Breakouts,only_paid,4,5,https://thesetupfactory.substack.com/p/proven-entry-techniques-for-buying
2025-04-10,G · 周末宏观大稿,Liberation Day?,And A Trade Plan With Focus Stocks,everyone,1,0,https://thesetupfactory.substack.com/p/liberation-day
2025-04-09,G · 周末宏观大稿,Something Is Broken ,Lock in your Early Supporter Lifetime Price - Last Week of Deal,everyone,4,0,https://thesetupfactory.substack.com/p/something-is-broken
2025-04-08,G · 周末宏观大稿,Yesterdays Madness - And Stocks Setting Up Unaffected By Tariffs,I Have A lot Of Swing Trading Ideas To Share Today,everyone,3,0,https://thesetupfactory.substack.com/p/yesterdays-madness-and-stocks-setting
2025-04-05,G · 周末宏观大稿,Obliteration Day - Welcome To The Bear Market Of 2025,We Have A lot To Talk About Today,everyone,4,0,https://thesetupfactory.substack.com/p/obliteration-day-welcome-to-the-bear
2025-04-03,G · 周末宏观大稿,There Is No Blood In The Streets,11 Of Our Setups Behaving Perfectly,everyone,3,0,https://thesetupfactory.substack.com/p/there-is-no-blood-in-the-streets
2025-04-02,G · 周末宏观大稿,Tariff Day Special - And Some Strong Setups,I Have Some Strong Setups To Show You - But First Avista,only_paid,0,0,https://thesetupfactory.substack.com/p/tariff-day-special-and-some-strong
2025-04-01,G · 周末宏观大稿,The Setup Factory – Ranked in Substack’s Top 100 Rising Finance Newsletters In The World,Thrilled To Be On Substacks Leaderboard - Top 100 Rising Finance Newsletters,everyone,1,0,https://thesetupfactory.substack.com/p/the-setup-factory-ranked-in-substacks
2025-03-31,G · 周末宏观大稿,"Weekly Focus List - Rotation, Rotation Rotation","Being careful when indices are at critical levels is prudent. However this doesn’t stop us from monitoring the strongest stocks, things can turn to th",only_paid,2,0,https://thesetupfactory.substack.com/p/weekly-focus-list-rotation-rotation
2025-03-28,G · 周末宏观大稿,Five Stocks Holding Up Great In a Volatile Market,We Will Probably Continue Having Volatile Markets,everyone,2,0,https://thesetupfactory.substack.com/p/five-stocks-holding-up-great-in-a
2025-03-27,G · 周末宏观大稿,Free Post - Q1 Summation and Results of All Trading Setups,I Want To Start With A Thank You,everyone,0,0,https://thesetupfactory.substack.com/p/free-post-q1-summation-and-results
2025-03-26,G · 周末宏观大稿,Chop Alert - Trading Plan Going Forward,And a Portfolio Update,only_paid,0,0,https://thesetupfactory.substack.com/p/chop-alert-trading-plan-going-forward
2025-03-24,G · 周末宏观大稿,Seven Strong Setups On This Weeks Focus List,I´m Seeing a Significant Increase In Actionable Trading Setups,everyone,2,0,https://thesetupfactory.substack.com/p/seven-strong-setups-on-this-weeks
2025-03-22,G · 周末宏观大稿,Window of Opportunity?,The Weekly Market Analysis,everyone,3,0,https://thesetupfactory.substack.com/p/window-of-opportunity
2025-03-21,G · 周末宏观大稿,Free Post - The Chart Tells The Tale - NVIDIA,Finding Asymmetry in Supply and Demand,everyone,10,0,https://thesetupfactory.substack.com/p/free-post-the-chart-tells-the-tale
2025-03-20,G · 周末宏观大稿,Four Stocks Setting Up and One High Tight Flag,The Early Supporter Lifetime Discount will close soon.,only_paid,4,0,https://thesetupfactory.substack.com/p/four-stocks-setting-up-and-one-high
2025-03-18,G · 周末宏观大稿,The Weekly Deep Dive - Big Base Breakout With an AI-theme,The Early Supporter Lifetime Discount will close soon.,only_paid,5,0,https://thesetupfactory.substack.com/p/the-weekly-deep-dive-big-base-breakout
2025-03-17,G · 周末宏观大稿,NINE of Our Setups Broke Out To New ATH or 52w High Today,The Early Supporter Lifetime Discount will close soon.,everyone,2,0,https://thesetupfactory.substack.com/p/nine-of-our-setups-broke-out-to-new
2025-03-16,G · 周末宏观大稿,Two Top IPO-leaders Ready for Takeoff,How to Trade the First IPO-Base,only_paid,2,0,https://thesetupfactory.substack.com/p/two-top-ipo-leaders-ready-for-takeoff
2025-03-14,G · 周末宏观大稿,Free Post - Is It Time To Really Freak Out? ,My thoughts on current market conditions,everyone,2,0,https://thesetupfactory.substack.com/p/free-post-is-it-time-to-really-freak
2025-03-13,G · 周末宏观大稿,Four Relative Strength Leaders Setting Up,Simply quality trading setups.,only_paid,2,0,https://thesetupfactory.substack.com/p/four-relative-strength-leaders-setting
2025-03-11,G · 周末宏观大稿,Elevate Your Trading By Learning How To Use Volume By Price,A Walkthrough,everyone,6,0,https://thesetupfactory.substack.com/p/elevate-your-trading-by-learning
2025-03-09,G · 周末宏观大稿,The Weekly Deep Dive - A Rising Market Leader ,And a Bonus Setup,everyone,2,0,https://thesetupfactory.substack.com/p/the-weekly-deep-dive-a-rising-market
2025-03-07,G · 周末宏观大稿,Free Post - Three Stocks Setting Up Beautifully In A Horrible Market,Finding Alpha In All Market Conditions,everyone,6,0,https://thesetupfactory.substack.com/p/free-post-three-stocks-setting-up
2025-03-05,G · 周末宏观大稿,The Bullish Reversal Play Off a Selling Climax,Catching A Knife With Discipline ,only_paid,5,0,https://thesetupfactory.substack.com/p/the-bullish-reversal-play-off-a-selling
2025-03-04,G · 周末宏观大稿,Market Analysis - Is It Time To Freak Out And Sell Everything? ,Checklist - How To Assess Market Conditions,only_paid,1,0,https://thesetupfactory.substack.com/p/market-analysis-is-it-time-to-freak
2025-03-03,G · 周末宏观大稿,Sector Leader At Buy-Point Today,"The Longer The Base, The Higher In Space",only_paid,2,0,https://thesetupfactory.substack.com/p/sector-leader-at-buy-point-today
2025-03-02,G · 周末宏观大稿,Free Post - Overlooked Momentum Stock Setting Up,Simply quality trading setups.,everyone,3,0,https://thesetupfactory.substack.com/p/free-post-overlooked-momentum-stock
2025-03-01,G · 周末宏观大稿,A Growth Monster Stock Ready To Pop,A high risk high potential play,only_paid,2,0,https://thesetupfactory.substack.com/p/a-growth-monster-stock-ready-to-pop
2025-02-28,G · 周末宏观大稿,Weekly Market Analysis - More pain on the downside?,"Index, breadth, sectors and more ",everyone,2,0,https://thesetupfactory.substack.com/p/weekly-market-analysis-more-pain
2025-02-27,G · 周末宏观大稿,Mastering the Minervini Low Cheat Entry,Simply quality trading setups.,everyone,12,0,https://thesetupfactory.substack.com/p/mastering-the-minervini-low-cheat
2025-02-26,G · 周末宏观大稿,A financial stock unaffected by market weakness,Follow the smart money,everyone,0,0,https://thesetupfactory.substack.com/p/a-financial-stock-unaffected-by-market
2025-02-25,G · 周末宏观大稿,Just a little setup nugget,Simply quality trading setups.,everyone,0,0,https://thesetupfactory.substack.com/p/just-a-little-setup-nugget
2025-02-24,G · 周末宏观大稿,New trading setup outperforming the market,And sector rotation observations,everyone,5,0,https://thesetupfactory.substack.com/p/new-trading-setup-outperforming-the
2025-02-23,G · 周末宏观大稿,What do you do with a stock like HIMS?,The high tight flag,everyone,4,0,https://thesetupfactory.substack.com/p/what-do-you-do-with-a-stock-like
2025-02-22,G · 周末宏观大稿,Lessons From Leaders - Celsius Holdings,Celsius Holdings inc,everyone,3,0,https://thesetupfactory.substack.com/p/chart-study-of-a-past-leader-1
2025-02-21,G · 周末宏观大稿,Portfolio update,Simply a constant flow of quality trading setups and cases.,everyone,3,0,https://thesetupfactory.substack.com/p/portfolio-update
2025-02-21,G · 周末宏观大稿,"EPS-growth, the gem of company metrics",A visual chart analysis ,everyone,3,0,https://thesetupfactory.substack.com/p/eps-growth-the-gem-of-company-metrics
2025-02-20,G · 周末宏观大稿,What is a valid Breakout?,Follow-up on Axon,everyone,5,0,https://thesetupfactory.substack.com/p/what-is-a-valid-breakout
2025-02-20,G · 周末宏观大稿,New position,Simply a constant flow of quality trading setups and cases.,everyone,1,0,https://thesetupfactory.substack.com/p/new-position
2025-02-19,G · 周末宏观大稿,A Fintech To Watch,Simply a constant flow of quality trading setups and cases.,everyone,2,0,https://thesetupfactory.substack.com/p/a-fintech-to-watch
2025-02-18,G · 周末宏观大稿,Axon Enterprise,AI-powered weapon and software stock,everyone,3,0,https://thesetupfactory.substack.com/p/ai-powered-high-potential-setup
2025-02-17,G · 周末宏观大稿,How do you catch a stock such as Palantir?,A Deep Dive in the Anatomy of a Stocks Behaviour,everyone,20,0,https://thesetupfactory.substack.com/p/how-do-you-catch-a-stock-such-as
2025-02-16,G · 周末宏观大稿,Waystar,An AI medtech hidden gem ,everyone,2,0,https://thesetupfactory.substack.com/p/waystar
2025-02-16,G · 周末宏观大稿,Fortinet,A timeframe study,everyone,3,0,https://thesetupfactory.substack.com/p/fortinet
2025-02-16,G · 周末宏观大稿,Dave,Cloud based fintech with an AI-twist,everyone,0,0,https://thesetupfactory.substack.com/p/dave
2025-02-15,G · 周末宏观大稿,Sector analysis,New sector moving fast,everyone,0,0,https://thesetupfactory.substack.com/p/sector-analysis
2025-02-15,G · 周末宏观大稿,Atour ,Stable growth in a strong sector,everyone,0,0,https://thesetupfactory.substack.com/p/atour
2025-02-14,G · 周末宏观大稿,Confluent,The software spider web,everyone,0,0,https://thesetupfactory.substack.com/p/confluent
2025-02-14,G · 周末宏观大稿,Toast,Getting ready,everyone,0,0,https://thesetupfactory.substack.com/p/toast
2025-02-14,G · 周末宏观大稿,Affirm,The lender,everyone,0,0,https://thesetupfactory.substack.com/p/affirm
2025-02-14,G · 周末宏观大稿,Applovin,The superperformer,everyone,0,0,https://thesetupfactory.substack.com/p/applovin
2025-02-14,G · 周末宏观大稿,Doximity,Simply a constant flow of quality trading setups and cases.,everyone,0,0,https://thesetupfactory.substack.com/p/doximity
2025-02-14,G · 周末宏观大稿,Welcome to The Setup Factory - Start Here,Studying US-stocks and trading setups all year round,everyone,10,0,https://thesetupfactory.substack.com/p/welcome-to-the-trading-setup-factory
