date,close,sma21,cycle
2016-07-07,101.3572998046875,100.14322662353516,2
2016-07-08,102.92495727539062,100.15314410981678,3
2016-07-11,103.51286315917969,100.19903419131325,4
2016-07-12,104.03539276123047,100.32520257859002,5
2016-07-13,103.7834701538086,100.47970254080636,6
2016-07-14,104.49266052246094,100.66797347295852,7
2016-07-15,104.32465362548828,100.86198243640717,8
2016-07-18,105.01520538330078,101.07469395228794,9
2016-07-19,104.63260650634766,101.32530830019996,10
2016-07-20,105.85502624511719,101.60436103457496,11
2016-07-21,105.6124038696289,101.85675194149925,12
2016-07-22,106.05097198486328,102.14158085414341,13
2016-07-25,106.06031036376953,102.35886746361142,14
2016-07-26,106.18160247802734,102.78100040980748,15
2016-07-27,106.91877746582031,103.33021618071056,16
2016-07-28,107.29204559326172,103.79767317998977,17
2016-07-29,107.52532958984375,104.19403439476376,18
2016-08-01,108.09455108642578,104.56284513927642,19
2016-08-02,107.27336120605469,104.86855715797061,20
2016-08-03,107.62796783447266,105.2204825991676,21
2016-08-04,107.93592071533203,105.54797036307198,22
2016-08-05,108.9716796875,105.91055988130115,23
2016-08-08,108.85038757324219,106.1927232288179,24
2016-08-09,109.1023178100586,106.45888773600261,25
2016-08-10,108.8223648071289,106.6868387858073,26
2016-08-11,109.28895568847656,106.94900476364862,27
2016-08-12,109.36359405517578,107.18095397949219,28
2016-08-15,109.83016204833984,107.44312104724702,29
2016-08-16,109.2236328125,107.64352235339936,30
2016-08-17,109.41961669921875,107.87147521972656,31
2016-08-18,109.44757080078125,108.04254876999627,32
2016-08-19,109.41961669921875,108.22384461902436,33
2016-08-22,109.50357818603516,108.38825443812779,34
2016-08-23,109.69952392578125,108.56155032203311,35
2016-08-24,108.9903564453125,108.69530051095145,36
2016-08-25,108.81307220458984,108.78550502232143,37
2016-08-26,108.9716796875,108.86548759823754,38
2016-08-29,109.1209945678711,108.94147164481026,39
2016-08-30,108.76641082763672,108.97346496582031,-1
2016-08-31,108.6544189453125,109.03922962007069,-2
