perf_1w,perf_1m,perf_3m,perf_6m,perf_1w_pctile,perf_3m_pctile,rs_1m,rs_3m,rs_6m,h_score,rel_volume,adr_pct,market_cap,vcs,atr_from_sma50,ema21_atr_dist,sma50_dist,sma20_dist,sma200_dist,high_52w,change_pct,avg_volume,pp_count_10d,dcr_pct,vol_5d_50d,close,his,day,t,rs21,rs126,px21,px63,px126,dollar_vol
0.0152010224,0.2007054818,0.3448067426,0.1178700294,0.6288,0.9016,89,88,58,61,0.3743563257,4.1451,5720000000.0,0.1,4.2659,2.2993,0.2148128171,0.1298056705,0.2389460274,-0.0117938428,0.0103249819,178613.25,0.0,0.4374,,351.29,False,2026-08-11,CSW,100.0,97.61904761904762,100.0,100.0,100.0,62745048.5925
0.0861350838,0.0816325736,0.7306121178,0.8148741145,0.8646,0.9699,68,97,95,75,0.8087461128,4.5255,3350000000.0,47.6,2.9732,1.745,0.1554707138,0.0838791594,0.5649617521,-0.0269650724,0.0278787324,1146584.8,5.0,0.7119,,33.92,False,2026-08-11,CXW,100.0,100.0,100.0,100.0,100.0,38892156.416
0.0288962719,0.1689481156,0.36013236,0.6279606956,0.6966,0.9071,86,89,92,67,0.5458374362,4.3423,2980000000.0,24.8,2.8993,1.5227,0.1440309534,0.0858627197,0.5080618519,-0.0624079325,0.0123684287,300655.45,0.0,0.5206,,197.26,False,2026-08-11,DCO,95.23809523809523,99.20634920634922,95.23809523809523,98.4126984126984,99.20634920634922,59307294.067
0.1488660046,0.2358421592,0.3583618315,0.8149837832,0.9375,0.9069,92,89,95,63,0.7809557986,4.359,3170000000.0,1.7,3.8119,2.8848,0.1992699601,0.1887948055,0.5610452477,-0.0375402423,0.0100302336,351401.45,2.0,0.6182,,83.58,False,2026-08-11,DGII,100.0,100.0,100.0,100.0,100.0,29370133.191
0.1050875941,0.1422413417,0.3236762934,0.358974359,0.8961,0.8907,82,87,83,81,1.9933957831,3.7256,2049999999.9999998,8.9,4.3424,2.8869,0.1930058372,0.1382672452,0.2475813407,-0.1940389556,0.0022692687,4637976.1,6.0,0.75,,13.25,False,2026-08-11,DV,100.0,100.0,100.0,100.0,100.0,61453183.324999996
0.1581636019,0.1925146459,0.3561444405,0.3111006899,0.9427,0.9059,88,89,81,68,1.0991350118,5.0635,3030000000.0,0.9,2.9255,2.1601,0.1738940431,0.1385132805,0.3987634265,-0.0625,0.0121983191,139903.65,4.0,0.1987,,195.0,False,2026-08-11,DXPE,95.23809523809523,99.20634920634922,95.23809523809523,98.4126984126984,99.20634920634922,27281211.75
0.0998031127,0.3147404549,0.7066115365,0.2966147296,0.8884,0.968,95,96,80,73,0.400274959,5.0791,5610000000.0,27.1,4.699,2.2009,0.3134860555,0.139973453,0.2483974185,-0.3708855261,-0.0026249476,2713859.5,2.0,0.665,,94.99,False,2026-08-11,ELF,95.23809523809523,92.06349206349206,90.47619047619048,96.82539682539682,98.4126984126984,257789513.90499997
0.0950946233,0.2251283512,0.5242563035,0.2046386429,0.8793,0.9447,92,94,71,80,0.5326870644,4.2511,7940000000.0,2.8,4.2869,2.8786,0.2228560945,0.1668780595,0.1925066296,-0.2052670062,0.0003930658,1732612.0,4.0,0.5094,,76.35,True,2026-08-11,ESTC,100.0,100.0,100.0,100.0,100.0,132284926.19999999
0.0293776567,0.1080575138,0.1466641402,0.2269373709,0.6982,0.738,75,65,73,58,0.7214192423,3.8912,178390000000.0,1.9,2.7677,2.0395,0.1206944748,0.1063549088,0.2256532655,-0.0096172322,0.0322051811,2505832.8,1.0,0.7414,,459.29,True,2026-08-11,ETN,100.0,98.4126984126984,100.0,100.0,100.0,1150903946.712
0.004410948,0.2057608863,0.4527347494,0.3349744284,0.5513,0.9329,90,92,82,80,0.8335956527,4.0401,38530000000.0,19.0,4.4504,2.2201,0.219215852,0.114118496,0.2826991132,-0.0309075799,0.0224833519,1670673.3,4.0,0.6814,,321.07,False,2026-08-11,EXPE,95.23809523809523,99.20634920634922,100.0,100.0,100.0,536403076.431
0.1056473272,0.3770335508,0.5123489043,2.1661166341,0.8966,0.9425,97,93,99,86,1.1328530036,6.954,4580000000.0,2.8,4.3641,2.9963,0.435705102,0.2955502375,0.661473403,-0.1734634997,0.0371171419,6709668.4,5.0,0.7933,,28.78,False,2026-08-11,FSLY,100.0,83.33333333333334,100.0,100.0,92.06349206349206,193104256.55200002
0.038323145,0.1752724634,0.2844137623,0.1457974093,0.7398,0.871,87,84,62,64,0.7083677094,3.664,4840000000.0,1.1,3.6533,2.6777,0.1545433249,0.1337988791,0.2897072326,-0.0167633757,0.0186068406,329080.5,2.0,0.5394,,106.75,False,2026-08-11,GFF,95.23809523809523,99.20634920634922,95.23809523809523,98.4126984126984,99.20634920634922,35129343.375
0.164546482,0.2768344813,0.8245234294,0.3347068662,0.9475,0.977,94,98,82,82,1.0842208495,5.0,7110000000.0,16.1,4.838,3.2517,0.3190909716,0.2189985622,0.322398678,-0.196067206,0.0338816863,4143445.5,3.0,0.9241,,42.11,True,2026-08-11,GTLB,100.0,100.0,100.0,100.0,100.0,174480490.005
0.0189300826,0.2476694928,0.582047365,-0.0271241808,0.6498,0.9546,93,95,32,74,0.4318451133,3.6443,3570000000.0,25.7,5.6776,2.5154,0.2608914974,0.1126089796,0.2466857977,-0.0442633197,0.0108185091,640556.05,5.0,0.3551,,49.52,False,2026-08-11,HNI,95.23809523809523,88.09523809523809,95.23809523809523,98.4126984126984,97.61904761904762,31720335.596000005
