date,high,low,close
2026-05-12,641.0,-851.0,70.0
2026-05-13,581.0,-741.0,-164.0
2026-05-14,817.0,-488.0,-86.0
2026-05-15,664.0,-1007.0,-392.0
2026-05-18,665.0,-999.0,-308.0
2026-05-19,937.0,-1160.0,-77.0
2026-05-20,1068.0,-863.0,-273.0
2026-05-21,740.0,-920.0,-134.0
2026-05-22,1005.0,-1135.0,418.0
2026-05-26,849.0,-575.0,-117.0
2026-05-27,539.0,-614.0,-57.0
2026-05-28,891.0,-730.0,159.0
2026-05-29,565.0,-536.0,-9.0
2026-06-01,444.0,-656.0,-76.0
2026-06-02,819.0,-558.0,-186.0
2026-06-03,440.0,-921.0,-190.0
2026-06-04,532.0,-739.0,79.0
2026-06-05,583.0,-702.0,-400.0
2026-06-08,644.0,-572.0,-564.0
2026-06-09,676.0,-1183.0,-971.0
2026-06-10,900.0,-1020.0,43.0
2026-06-11,729.0,-1104.0,-181.0
2026-06-12,1069.0,-879.0,250.0
2026-06-15,780.0,-560.0,251.0
2026-06-16,655.0,-545.0,-13.0
2026-06-17,514.0,-782.0,411.0
2026-06-18,921.0,-1385.0,-304.0
2026-06-22,434.0,-545.0,-182.0
2026-06-23,523.0,-754.0,-316.0
2026-06-24,712.0,-725.0,228.0
2026-06-25,814.0,-1113.0,-32.0
2026-06-26,781.0,-973.0,544.0
2026-06-29,620.0,-442.0,262.0
2026-06-30,667.0,-575.0,-61.0
2026-07-01,618.0,-634.0,270.0
2026-07-02,865.0,-972.0,-257.0
2026-07-06,680.0,-314.0,110.0
2026-07-07,639.0,-643.0,113.0
2026-07-08,650.0,-784.0,-336.0
2026-07-09,905.0,-656.0,25.0
2026-07-10,726.0,-924.0,-185.0
2026-07-13,552.0,-879.0,51.0
2026-07-14,841.0,-943.0,183.0
2026-07-15,709.0,-620.0,8.0
2026-07-16,692.0,-790.0,-7.0
2026-07-17,618.0,-803.0,42.0
2026-07-20,477.0,-835.0,83.0
2026-07-21,652.0,-1000.0,164.0
2026-07-22,419.0,-694.0,-78.0
2026-07-23,404.0,-1101.0,-728.0
2026-07-24,809.0,-1002.0,345.0
2026-07-27,967.0,-477.0,52.0
2026-07-28,833.0,-777.0,405.0
2026-07-29,529.0,-780.0,-46.0
2026-07-30,1062.0,-1188.0,10.0
2026-07-31,749.0,-764.0,-163.0
2026-08-03,688.0,-312.0,42.0
2026-08-04,658.0,-456.0,0.0
2026-08-05,634.0,-868.0,-184.0
2026-08-06,431.0,-581.0,-192.0
2026-08-07,517.0,-702.0,-38.0
2026-08-10,552.0,-492.0,75.0
2026-08-11,551.0,-702.0,-166.0
2026-08-12,484.0,-829.0,480.0
2026-08-13,886.0,-544.0,-438.0
2026-08-14,579.0,-452.0,-32.0
2026-08-17,338.0,-584.0,-85.0
2026-08-18,329.0,-789.0,-197.0
2026-08-19,1264.0,-616.0,154.0
2026-08-20,687.0,-996.0,25.0
2026-08-21,943.0,-648.0,121.0
