date,n,h_score,h_score_spread,rs_21d,rs_21d_spread,rs_63d,rs_63d_spread,rs_126d,rs_126d_spread,i_score,i_score_spread
2026-04-21,2160,0.2299388210595665,0.10069317322873772,-0.04811903910038009,0.01738036648183172,0.21660878586378132,0.06934999115961216,0.12546278276464556,0.023033009946863414,0.2640690818897787,0.15067932901377068
2026-04-22,2165,0.237023473682998,0.08770563188363234,-0.006779272951746316,0.01647723738883311,0.2140461380785622,0.06373109207776845,0.14573735418370132,0.03585508042820468,0.24609394143461194,0.11183826947797448
2026-04-23,2161,0.13445533321422315,0.057424750827159365,0.06327184892919156,0.05657096270108586,0.11305827728212135,0.040733086583364164,0.07680588749953174,0.018476717204969295,0.13780037888184335,0.06687097357886157
2026-04-24,2163,0.15182376328358374,0.06306169835671505,0.047307538086731694,0.044827507522482046,0.145004458556321,0.04507454990456772,0.07899888593632627,0.005213909758895685,0.15085738260936432,0.0720296072694202
2026-04-27,2165,0.16872371658385965,0.08591128016912858,0.15045146485467964,0.1267865104617969,0.13774777258648538,0.06314709873719015,0.11259635692596724,0.03488406430027252,0.14267204227319427,0.05085550976999387
2026-04-28,2164,0.13470438392030445,0.08469513904967119,0.2249997658889904,0.14481242578435977,0.09203692020343865,0.03985645358657297,0.07942093743989725,0.029442511708352437,0.10098049112462525,0.02560038001366194
2026-04-29,2160,0.023322293309941802,0.020837480524733665,0.14292228938732285,0.08542829339537472,-0.00955110918124092,-0.020633305918638545,0.011546265509290405,-0.00252604495569575,0.005675658758959534,-0.027366980047487388
2026-04-30,2169,-0.014582580147566193,-0.01652091105478115,0.10777897678414503,0.0765142408852818,-0.014921536452084716,-0.023776701644251497,-0.038238136324108,-0.026366216765466355,-0.02779261162670866,-0.009823263034630214
2026-05-01,2173,-0.016986753879327746,-0.014218309060971435,0.11572424354285862,0.07248740627376893,-0.024479601588225,-0.007895203968909748,-0.05880677694432313,-0.0478427464501594,-0.016023079031818033,-0.04568122702927946
2026-05-04,2171,0.016945827283557865,0.0037251185477167326,0.13164388351504244,0.08604458131799186,7.109370920995013e-05,0.009330202774950225,-0.007285419761895408,-0.014136787718511568,0.00893496729495955,-0.046555173725266075
2026-05-05,2178,0.06141634900748301,0.03797995042215979,0.13574187512451455,0.10345907622643113,0.046049305379971414,0.043519370825969794,0.031797269214389995,-0.013284466596634459,0.04345231978088251,0.0023968447210467314
2026-05-06,2176,0.0941754507089228,0.03477359922878964,0.14341357969010207,0.059761558320561514,0.09920513881967799,0.04747847942515626,0.02829989559980476,0.00794541080155875,0.07776641609125248,0.05842760524038676
2026-05-07,2173,0.08652191517485802,0.024426530432451687,0.10622011536717196,0.034576934974129725,0.08357780610610137,0.04104270594431658,0.033545724068881955,0.015432712191280284,0.06301555712113367,0.02219123173856291
2026-05-08,2174,0.07991645877492858,0.015289677751885944,0.0834035051419457,0.03990205868225993,0.07723280636484448,0.03514680701383177,0.00987833182582928,-0.00010086342277276783,0.07773848063126348,0.031023852974143895
2026-05-11,2179,-0.1573205690093678,-0.055909143838732356,-0.059299336318186874,-0.03459211827242936,-0.1401916979321099,-0.048559656107905635,-0.15486001605113878,-0.06584106883187962,-0.1310378440156808,-0.05312410085918451
2026-05-12,2183,-0.12014551015621326,-0.0633265756724134,-0.04468954063826115,-0.019684917025181714,-0.09095643785490648,-0.04331790362063742,-0.13611442895000253,-0.06433120614570231,-0.10261772452595584,-0.044852732229937686
2026-05-13,2179,-0.18622255979865146,-0.07432321429357158,-0.10338514426203715,-0.02846163699515525,-0.14382443957443472,-0.05925005897316782,-0.13304136211217737,-0.06134481867969305,-0.17792549645973274,-0.05343021680892035
2026-05-14,2178,-0.1203687911879753,-0.0310814683841123,-0.057884954387577556,0.004264472625734594,-0.09515991999828448,-0.03932555187912645,-0.09456649085342504,-0.05153754672129629,-0.1078570788749693,0.004401544873423591
2026-05-15,2165,-0.1132245326836945,-0.03126970645015337,-0.08144820702525381,-0.0027187834660920007,-0.09496417538544348,-0.042768788607182584,-0.039359954286471724,-0.005352594288058121,-0.11954490322247685,-0.01827137798797074
2026-05-18,2172,-0.10395959164239307,-0.035724801611181745,-0.11057405647581671,-0.014156989971826794,-0.08309363112162392,-0.02585729547004012,0.012639710165362158,0.026920263412202994,-0.13658833779881327,-0.06545798591736984
2026-05-19,2166,-0.07682478868346651,-0.020481245097906497,-0.10787235611369872,-0.026529331707486836,-0.05886149322404826,0.01521131737909509,0.07175496289035044,0.061756864866616135,-0.1400844064282466,-0.09803311559480232
2026-05-20,2178,-0.017380380013681043,0.026398582942903537,-0.000534190211062379,0.02992959893901237,-0.0017337729875712604,0.06101170792207611,0.10039610858419047,0.08434180507761857,-0.09572795834979146,-0.04009542405976951
2026-05-21,2185,0.08926929073102409,0.07924870682714191,0.063017060979706,0.05189196883481162,0.09450601280269044,0.09565455625366054,0.18250702230680188,0.12902174844651537,-0.010511312007179962,-0.004644556181384596
2026-05-22,2185,0.020558930975404024,0.010190955098520638,0.037962129927635695,0.022690766013792052,0.04299692948741019,0.03591720082244454,0.0914655165634229,0.05234817601788844,-0.06409124013921522,-0.014864388321164101
2026-05-24,2184,0.02116387899711015,0.011816143508512011,0.03959501985680527,0.022690766013792052,0.04355577553409408,0.03510028819579869,0.09227409137591341,0.053572824078733094,-0.06519002362839775,-0.014864388321164101
2026-05-25,2185,0.019480021352172895,0.009632700713508413,0.039614058556659226,0.022690766013792052,0.04160807119373623,0.03451980181344183,0.09012189968181537,0.05149368274832955,-0.06581613410523891,-0.014864388321164101
2026-05-26,2186,-0.06994878303572587,-0.04712264837698332,-0.0091268318738338,-0.00758581376395695,-0.021884955610564045,0.026715891846375128,-0.054449779429180965,-0.009699599575663687,-0.11145075218014235,-0.03709831875015773
2026-05-27,2188,-0.0068895686572318865,-0.01579278485804303,0.038287502019313434,-0.008089106010697344,0.017753034120069292,0.02174768852144726,0.02657141989949193,0.037258762770054965,-0.06557619333650738,-0.016827619376615366
2026-05-28,2198,-0.05168814884229205,-0.06367187193499635,-0.006589992356821631,-0.011488689066810553,-0.03185271093442231,-0.019879677188079203,-0.06128884598784655,-0.015182633011423086,-0.06969344462714305,-0.06818006826718592
2026-05-29,2200,-0.00439080774856161,-0.05221270072663575,0.014992983453989526,0.015288557757774268,0.005164999142633321,0.008358397125935113,-0.007737783900375322,0.01686241471466654,-0.029940802153461826,-0.044329372603230666
2026-06-01,2207,-0.0834455858911149,-0.06385570088377768,-0.06487596188550619,-0.0627991320668847,-0.05530281999731431,-0.025772746331849006,0.006673690111266557,0.036315564065902195,-0.12080767368960754,-0.04172612972780643
2026-06-02,2203,-0.1960199652340469,-0.1522091064115043,-0.1176659780889629,-0.10912951664930137,-0.13624106241560235,-0.09792290556475147,-0.15031477563619133,-0.06239940095632568,-0.20585519493171636,-0.1455832117555701
2026-06-03,2195,-0.2808844731904353,-0.2141254897341065,-0.16082129378898374,-0.10780726984914923,-0.22814188870690164,-0.15445155888280715,-0.2639390992382885,-0.16649745776647884,-0.24904361799643726,-0.1955508445994225
2026-06-04,2203,-0.22298609838648756,-0.17230459258885295,-0.1249014928766494,-0.06890748906931299,-0.18147056480163232,-0.1234523547225248,-0.23413349116950455,-0.12077974315063056,-0.18368744323665095,-0.1435787298267296
2026-06-05,2183,-0.16064000064682277,-0.09727288578876425,-0.0484248025737479,-0.01463801839481138,-0.11514721977445824,-0.07729889026347614,-0.18972042212581555,-0.10029178357682816,-0.13110418192228177,-0.09466928283774168
2026-06-09,2186,-0.06282006442338788,-0.023767667822692795,0.07728749502979831,0.04639054872944681,-0.03654276440083533,-0.0072981905647786505,-0.11600010822673848,-0.05380496247463096,-0.05490466053841812,-0.03545928921884334
2026-06-10,2200,-0.05665438514761153,-0.00620983554838872,0.05044648959587702,0.041455250002754074,-0.03883030697337399,-0.0074360839163916115,-0.11623940378501886,-0.03398494623037074,-0.02866095952039359,-0.021266373714459386
2026-06-11,2206,-0.19799146004568544,-0.10040152972746674,0.06545518785350914,0.04316349917465162,-0.15462218835773225,-0.07471425316871588,-0.23564037080930814,-0.12926259233326431,-0.17019394563307205,-0.0800121843529783
2026-06-12,2204,-0.15027787369446927,-0.0688125434630979,0.09120526933441268,0.06195982738892347,-0.10193830164217293,-0.047816831821054784,-0.19907338041178288,-0.10073206832924353,-0.14299515751810102,-0.058711832624689264
2026-06-15,2209,-0.16389225381762934,-0.1315324555784571,0.03109217966895543,0.004039291394650535,-0.12799820586745247,-0.1000722190631379,-0.25694042037564785,-0.15237798250112833,-0.12070372863389785,-0.09016448011566569
2026-06-16,2209,-0.21047903127673698,-0.1727822328324602,-0.02759970084579073,-0.01605071737511171,-0.16142229429244975,-0.1348663920935252,-0.2914271660461611,-0.20018805840512677,-0.1545910849132202,-0.09862645574758522
2026-06-17,2205,-0.259851691170597,-0.19837261301946285,-0.11963750952221866,-0.06098145525831067,-0.20082575875751785,-0.17115136613163084,-0.29158447177592084,-0.2297464642246036,-0.20288433019787525,-0.12803082248631203
2026-06-18,2213,-0.37184629777487976,-0.2464027324528265,-0.21592141474475132,-0.11675609612643911,-0.3120259143761537,-0.22922277229855414,-0.3452422641537712,-0.29587050855374847,-0.30314884389388747,-0.15769162820937344
2026-06-19,2213,-0.3720085595166309,-0.2431438058828811,-0.21636174513221945,-0.11675609612643911,-0.31207937907316446,-0.22156734948837742,-0.34514898960564466,-0.29587050855374847,-0.30318790922781685,-0.15769162820937344
2026-06-22,2195,-0.32834072734555225,-0.1979335845081086,-0.16348694947551565,-0.0738988705025132,-0.279660176526831,-0.18070146755567862,-0.33040678700074083,-0.24496868137678174,-0.26301913869119675,-0.1733621203575082
2026-06-23,2211,-0.25194593552670375,-0.10193285270434549,-0.05959876453176685,-0.028785316668861305,-0.22803674330153867,-0.12237136331619297,-0.25868506846882683,-0.16131081527208757,-0.19137326784792855,-0.10623102541120455
2026-06-24,2216,-0.22928811231808638,-0.08449328583679583,-0.06844290953948694,0.0014457987198274735,-0.22696388751158494,-0.08702909553173516,-0.18230608904111803,-0.12240298863784776,-0.18084208412596323,-0.08212556230917595
2026-06-25,2214,-0.35702658295107365,-0.14509014984221336,-0.1273539161537718,-0.028260524859928304,-0.3490956397357662,-0.20718852132846988,-0.29642891051508025,-0.2314535840666856,-0.2849115905343114,-0.13769578885949657
2026-06-26,1327,-0.3231095272209076,-0.13092872567919134,-0.10946630767347443,-0.032948975361816846,-0.33952752880479486,-0.17226668428766811,-0.3472024965874498,-0.22805224552953562,-0.20202207666009908,-0.09467860573776682
2026-06-29,1334,-0.37317498661244025,-0.1666703447203643,-0.13472495207999471,-0.05762760411749707,-0.41068129708316836,-0.23445805237413186,-0.43580896506803246,-0.3057905067993004,-0.21028410802232825,-0.10883167530686039
2026-06-30,1334,-0.3955249206373788,-0.21409860553187143,-0.18361963936006898,-0.08796192113726009,-0.4064873047415907,-0.29937739804369856,-0.44293287126485353,-0.3575443044767443,-0.24362726133519028,-0.1318568418574959
2026-07-01,1340,-0.3221681086021078,-0.1473161218795328,-0.11896676544681284,-0.03881146619532666,-0.34627242167009853,-0.1908835881971686,-0.3299057851075463,-0.25197665149096365,-0.2092836362001111,-0.13093399496314528
2026-07-02,1341,-0.2028013864228421,-0.09254583813085554,-0.10692258145766786,-0.03298570533933137,-0.2289519603393582,-0.12191980877846642,-0.22385616050978616,-0.13599095623011448,-0.10215612263014019,-0.05691566978162477
2026-07-03,1341,-0.1995599474158769,-0.09269043494126294,-0.09401940819843116,-0.021103051246811222,-0.2207477260944807,-0.1154779439986629,-0.21834320271647747,-0.12559511419826708,-0.10098977277830372,-0.04686071004058301
2026-07-06,1345,-0.2045748975977038,-0.08152210935025972,-0.06731858325790883,-0.009383763078351759,-0.2322108024292908,-0.15449606089947493,-0.24203070830507412,-0.18297809388190034,-0.10876237478484913,-0.03678446504035149
2026-07-07,1341,-0.15436380309850398,-0.05463763133452748,-0.14928497076226216,-0.046620478690238665,-0.14682462089423196,-0.07486307173895462,-0.19282996727560228,-0.1203527440756777,-0.05561870613460129,-0.02754458462847842
2026-07-08,1335,-0.1697113733340072,-0.078955137431583,-0.0743300105507502,-0.027752922723002782,-0.16491245418887057,-0.11331448766901808,-0.2921416046417888,-0.13315610704139114,-0.05135642269397334,-0.03787154017330763
2026-07-09,1340,-0.22009336136654667,-0.11833592380313074,-0.1010845536929718,-0.042631720112581095,-0.21891126339161865,-0.12214947139310706,-0.2674848732502201,-0.1471964512540298,-0.1117735031395861,-0.06559330855931156
2026-07-10,1332,-0.1868202094898394,-0.10256096905610029,-0.07225360048868683,-0.0393937391695085,-0.16353741240152184,-0.0762354255695391,-0.26691045078163705,-0.1202666705279466,-0.09986691405142145,-0.05352599401452146
2026-07-13,1331,-0.20256503962739142,-0.09309083901407345,-0.03371141461675311,0.004647071650350165,-0.16854959405515021,-0.12607415530202898,-0.26874036975401777,-0.10649615095529436,-0.12886756370133942,-0.08064684807073519
2026-07-14,1334,-0.17396915098094667,-0.09614116645869375,-0.03392010351155036,-0.015746312232061133,-0.14146434950993134,-0.09096054221878314,-0.23044536145138955,-0.09339593182756045,-0.1267099527942409,-0.06248490200839085
