_meta,startingCapital,1000000
_meta,exportDate,2026-07-26
Ticker,Direction,Sector,Entry Date,Entry Price,Original Qty,Current Qty,Stop Price,Initial Stop,Closed,Trim1 Date,Trim1 Price,Trim1 Qty,Trim1 Type,Trim2 Date,Trim2 Price,Trim2 Qty,Trim2 Type,Trim3 Date,Trim3 Price,Trim3 Qty,Trim3 Type
CCJ,long,Unknown,2026-04-14T15:00:00.000Z,120.34,613,0,114,114,YES,2026-04-28,116.73,613,sell_rest,,,,,,,,
CAR,short,Unknown,2026-04-14T15:00:00.000Z,377.3,325,0,391,391,YES,2026-04-15,380,325,sell_rest,,,,,,,,
CIEN,long,Unknown,2026-04-15T15:00:00.000Z,485.52,302,0,460,460,YES,2026-04-28,468.53,302,sell_rest,,,,,,,,
CAR,short,Unknown,2026-04-15T15:00:00.000Z,371.23,164,0,395,395,YES,2026-04-16,395,164,sell_rest,,,,,,,,
ARM,long,Unknown,2026-04-15T15:00:00.000Z,162.78,376,0,148,148,YES,2026-04-17,164.14,376,sell_rest,,,,,,,,
CWEB,long,Unknown,2026-04-16T15:00:00.000Z,30.54,1651,0,28,28,YES,2026-04-21,28.68,1651,sell_rest,,,,,,,,
OPEN,long,Unknown,2026-04-20T15:00:00.000Z,5.32,7105,0,5,5,YES,2026-04-23,5,7105,sell_rest,,,,,,,,
OPEN,long,Unknown,2026-04-20T15:00:00.000Z,5.68,6655,0,5,5,YES,2026-04-21,5.81,6655,sell_rest,,,,,,,,
CAR,short,Unknown,2026-04-20T15:00:00.000Z,633.14,200,0,648,648,YES,2026-04-21,630,200,sell_rest,,,,,,,,
CAR,short,Unknown,2026-04-20T15:00:00.000Z,623.19,204,0,633,633,YES,2026-04-21,630,204,sell_rest,,,,,,,,
NMAX,long,Unknown,2026-04-21T15:00:00.000Z,7.84,8104,0,7.4,7.4,YES,2026-04-22,9.8,2701,trim_1_3,2026-04-22,10.4,1620,trim_1_5,2026-04-23,9.46,3783,sell_rest
ACMR,long,Unknown,2026-04-21T15:00:00.000Z,53.35,1905,0,50,50,YES,2026-04-28,48.59,1905,sell_rest,,,,,,,,
SNXX,long,Unknown,2026-04-21T15:00:00.000Z,72.85,1048,0,71.65,71.65,YES,2026-04-22,71.65,1048,sell_rest,,,,,,,,
SNXX,long,Unknown,2026-04-21T15:00:00.000Z,71.78,1773,0,69.5,69.5,YES,2026-04-22,80.58,354,trim_1_5,2026-04-23,77.23,1419,sell_rest,,,,
NMAX,long,Unknown,2026-04-21T15:00:00.000Z,10.5,4849,0,9.6,9.6,YES,2026-04-22,10.31,4849,sell_rest,,,,,,,,
NBIS,long,Unknown,2026-04-21T15:00:00.000Z,160.44,775,0,155,155,YES,2026-04-22,157.29,387,trim_1_2,2026-04-23,158.02,388,sell_rest,,,,
NMAX,long,Unknown,2026-04-21T15:00:00.000Z,9.81,3803,0,9,9,YES,2026-04-22,9.59,3803,sell_rest,,,,,,,,
NMAX,long,Unknown,2026-04-21T15:00:00.000Z,9.31,2672,0,9,9,YES,2026-04-22,9.2,2672,sell_rest,,,,,,,,
NBIS,long,Unknown,2026-04-22T15:00:00.000Z,159.13,399,0,155,155,YES,2026-04-23,158.02,399,sell_rest,,,,,,,,
SQQQ,long,Unknown,2026-04-22T15:00:00.000Z,55.52,2411,0,52,52,YES,2026-04-24,53.53,2411,sell_rest,,,,,,,,
NBIS,long,Unknown,2026-04-23T15:00:00.000Z,151.84,1641,0,148.5,148.5,YES,2026-04-24,150,1641,sell_rest,,,,,,,,
CIFR,long,Unknown,2026-04-23T15:00:00.000Z,19.21,5463,0,18.66,18.66,YES,2026-04-24,18.66,5463,sell_rest,,,,,,,,
OPEN,long,Unknown,2026-04-23T15:00:00.000Z,5.39,12169,0,5,5,YES,2026-05-05,5,6084,trim_1_2,2026-05-08,5,6085,sell_rest,,,,
ONDS,long,Unknown,2026-04-23T15:00:00.000Z,10.58,7439,0,9.65,9.65,YES,2026-04-29,10,3719,trim_1_2,2026-04-29,9.78,3720,sell_rest,,,,
ALM,long,Unknown,2026-04-27T15:00:00.000Z,20.28,7638,0,19.86,19.86,YES,2026-04-29,20,7638,sell_rest,,,,,,,,
ONDS,long,Unknown,2026-04-28T15:00:00.000Z,9.62,9132,0,9.42,9.42,YES,2026-04-29,9.52,9132,sell_rest,,,,,,,,
NBIS,long,Unknown,2026-04-28T15:00:00.000Z,136.97,919,0,133,133,YES,2026-04-29,136.08,919,sell_rest,,,,,,,,
BB,long,Unknown,2026-04-29T15:00:00.000Z,5.31,9365,0,5,5,YES,2026-05-06,5.64,9365,sell_rest,,,,,,,,
FSLY,long,Unknown,2026-04-29T15:00:00.000Z,26.12,3332,0,24.6,24.6,YES,2026-04-30,24.55,3332,sell_rest,,,,,,,,
FSLY,long,Unknown,2026-04-29T15:00:00.000Z,26.37,1885,0,24.6,24.6,YES,2026-04-30,25.8,1885,sell_rest,,,,,,,,
NOK,long,Unknown,2026-04-29T15:00:00.000Z,12.28,6074,0,12.09,12.09,YES,2026-05-05,13.82,3037,trim_1_2,2026-05-07,12.3,3037,sell_rest,,,,
AAOI,long,Unknown,2026-04-29T15:00:00.000Z,160.35,542,0,153,153,YES,2026-04-30,156.43,542,sell_rest,,,,,,,,
USAR,long,Unknown,2026-04-29T15:00:00.000Z,24.24,2564,0,23.8,23.8,YES,2026-05-08,26.97,854,trim_1_3,2026-05-12,25.25,1710,sell_rest,,,,
ONDS,long,Unknown,2026-04-29T15:00:00.000Z,9.71,5121,0,9.4,9.4,YES,2026-05-05,9.36,5121,sell_rest,,,,,,,,
FSLY,long,Unknown,2026-04-29T15:00:00.000Z,24.81,3006,0,24,24,YES,2026-05-05,31.5,1503,trim_1_2,2026-05-07,25.05,1503,sell_rest,,,,
NOK,long,Unknown,2026-04-30T15:00:00.000Z,12.4,3993,0,12.25,12.25,YES,2026-05-07,12.3,3993,sell_rest,,,,,,,,
AEHR,long,Unknown,2026-04-30T15:00:00.000Z,92.17,1357,0,90,90,YES,2026-05-04,88.86,452,trim_1_3,2026-05-04,87.76,905,sell_rest,,,,
DXYZ,long,Unknown,2026-04-30T15:00:00.000Z,34.34,2551,0,32.29,32.29,YES,2026-05-05,38.53,1275,trim_1_2,2026-05-08,53.04,510,trim_1_5,2026-05-11,64.73,766,sell_rest
ONDS,long,Unknown,2026-04-30T15:00:00.000Z,10.34,6052,0,9.6,9.6,YES,2026-05-05,9.65,3026,trim_1_2,2026-05-05,9.34,3026,sell_rest,,,,
FSLY,long,Unknown,2026-05-03T15:00:00.000Z,27.39,2325,0,26.8,26.8,YES,2026-05-05,31.5,775,trim_1_3,2026-05-07,24.73,1550,sell_rest,,,,
NBIS,long,Unknown,2026-05-03T15:00:00.000Z,170.12,449,0,160,160,YES,2026-06-23,291.12,89,trim_1_5,2026-07-15,193.52,360,sell_rest,,,,
CYTK,long,Unknown,2026-05-04T15:00:00.000Z,74.48,1369,0,70,70,YES,2026-05-06,75.43,1369,sell_rest,,,,,,,,
CIFR,long,Unknown,2026-05-04T15:00:00.000Z,18.5,4824,0,17.8,17.8,YES,2026-05-07,20.7,1608,trim_1_3,2026-05-08,20.65,964,trim_1_5,2026-05-15,20.28,2252,sell_rest
GLW,long,Unknown,2026-05-04T15:00:00.000Z,167.43,761,0,161,161,YES,2026-05-06,187.23,152,trim_1_5,2026-05-29,178,609,sell_rest,,,,
APLD,long,Unknown,2026-05-04T15:00:00.000Z,37.18,2743,0,35.76,35.76,YES,2026-05-07,42.12,914,trim_1_3,2026-05-07,40.92,914,trim_1_3,2026-05-19,37.12,915,sell_rest
OPEN,long,Unknown,2026-05-04T15:00:00.000Z,5.1,4999,0,4.9,4.9,YES,2026-05-08,5,4999,sell_rest,,,,,,,,
ALMU,long,Unknown,2026-05-04T15:00:00.000Z,26.34,1936,0,23.42,23.42,YES,2026-05-06,26.54,1936,sell_rest,,,,,,,,
NBIS,long,Unknown,2026-05-04T15:00:00.000Z,177,432,0,173,173,YES,2026-05-07,180.4,432,sell_rest,,,,,,,,
USAR,long,Unknown,2026-05-04T15:00:00.000Z,27.25,1871,0,24.8,24.8,YES,2026-05-08,26.97,623,trim_1_3,2026-05-11,26.97,1248,sell_rest,,,,
OKLO,long,Unknown,2026-05-05T15:00:00.000Z,73.4,1704,0,7,7,YES,2026-05-07,75.23,852,trim_1_2,2026-05-07,73.4,852,sell_rest,,,,
SATL,long,Unknown,2026-05-05T15:00:00.000Z,7.08,7066,0,6.8,6.8,YES,2026-05-06,7.08,7066,sell_rest,,,,,,,,
NVDL,long,Unknown,2026-05-05T15:00:00.000Z,95.75,3265,0,92.77,92.77,YES,2026-05-06,97.45,653,trim_1_5,2026-05-07,105.32,653,trim_1_5,2026-05-08,107.76,1959,sell_rest
METU,long,Unknown,2026-05-05T15:00:00.000Z,25.12,7468,0,24,24,YES,2026-05-06,25.15,3734,trim_1_2,2026-05-06,25,3734,sell_rest,,,,
ACMR,long,Unknown,2026-05-06T15:00:00.000Z,59.12,2443,0,53,53,YES,2026-05-08,59.46,488,trim_1_5,2026-05-29,88.05,1221,trim_1_2,2026-06-05,81.07,734,sell_rest
SOXS,long,Unknown,2026-05-06T15:00:00.000Z,10.34,20919,0,10,10,YES,2026-05-07,10.61,6973,trim_1_3,2026-05-08,10.12,10459,trim_1_2,2026-05-11,8.22,3487,sell_rest
BE,long,Unknown,2026-05-06T15:00:00.000Z,263.98,764,0,261,261,YES,2026-05-07,262.97,764,sell_rest,,,,,,,,
SLV,long,Unknown,2026-05-07T15:00:00.000Z,73.13,1888,0,70,70,YES,2026-05-15,69.4,944,trim_1_2,2026-05-18,69.13,944,sell_rest,,,,
GLW,long,Unknown,2026-05-07T15:00:00.000Z,191.23,287,0,186,186,YES,2026-05-08,188.32,287,sell_rest,,,,,,,,
PL,long,Unknown,2026-05-07T15:00:00.000Z,35.82,1532,0,34,34,YES,2026-05-08,39.23,306,trim_1_5,2026-05-12,39.57,1226,sell_rest,,,,
BE,long,Unknown,2026-05-07T15:00:00.000Z,253.37,270,0,250,250,YES,2026-05-08,253.37,270,sell_rest,,,,,,,,
DOCN,long,Unknown,2026-04-14T15:00:00.000Z,82.7,1323,0,79,79,YES,2026-05-05,149.74,264,trim_1_5,2026-07-07,144.25,441,trim_1_3,2026-07-09,148.27,618,sell_rest
BE,long,Unknown,2026-05-07T15:00:00.000Z,255.84,441,0,240,240,YES,2026-05-26,300.62,147,trim_1_3,2026-06-05,273.12,294,sell_rest,,,,
BE,long,Unknown,2026-05-07T15:00:00.000Z,260.12,217,0,255,255,YES,2026-05-08,260.12,217,sell_rest,,,,,,,,
BE,long,Unknown,2026-05-07T15:00:00.000Z,260.12,217,0,258,258,YES,2026-05-08,270.12,217,sell_rest,,,,,,,,
ALB,long,Unknown,2026-05-07T15:00:00.000Z,203.78,692,0,194.62,194.62,YES,2026-05-08,207.22,138,trim_1_5,2026-05-12,202.45,554,sell_rest,,,,
NVTS,long,Unknown,2026-05-10T15:00:00.000Z,18.95,3065,0,18.13,18.13,YES,2026-05-14,22.32,1021,trim_1_3,2026-05-14,23.21,1532,trim_1_2,2026-05-15,20.28,512,sell_rest
NVTS,long,Unknown,2026-05-10T15:00:00.000Z,20.34,2856,0,19,19,YES,2026-05-11,22.56,2856,sell_rest,,,,,,,,
AKAM,long,Unknown,2026-05-10T15:00:00.000Z,153.4,946,0,148,148,YES,2026-05-12,147.85,946,sell_rest,,,,,,,,
NOK,long,Unknown,2026-05-10T15:00:00.000Z,13.05,6677,0,12.92,12.92,YES,2026-05-12,13.05,6677,sell_rest,,,,,,,,
ALAB,long,Unknown,2026-05-10T15:00:00.000Z,204.49,710,0,196,196,YES,2026-05-12,197.43,710,sell_rest,,,,,,,,
CRCL,long,Unknown,2026-05-10T15:00:00.000Z,129.12,1349,0,120,120,YES,2026-05-15,117,1349,sell_rest,,,,,,,,
GLW,long,Unknown,2026-05-07T15:00:00.000Z,187.78,299,0,180,180,YES,2026-05-11,207.51,299,sell_rest,,,,,,,,
GLW,long,Unknown,2026-05-10T15:00:00.000Z,206.1,352,0,195,195,YES,2026-05-15,196,352,sell_rest,,,,,,,,
TSLL,long,Unknown,2026-05-10T15:00:00.000Z,16.45,5296,0,14,14,YES,2026-05-15,15.67,5296,sell_rest,,,,,,,,
NBIS,long,Unknown,2026-05-12T15:00:00.000Z,194.51,1099,0,180,180,YES,2026-05-18,202.12,549,trim_1_2,2026-05-19,196.39,366,trim_1_3,2026-06-23,291.12,184,sell_rest
NEBX,long,Unknown,2026-05-12T15:00:00.000Z,115.42,529,0,100,100,YES,2026-05-15,135.32,176,trim_1_3,2026-05-15,130.23,176,trim_1_3,2026-05-15,125,177,sell_rest
ALAB,long,Unknown,2026-05-12T15:00:00.000Z,208.32,366,0,200,200,YES,2026-05-28,349.81,73,trim_1_5,2026-06-03,364.23,122,trim_1_3,2026-06-23,410.81,171,sell_rest
CWEB,long,Unknown,2026-05-12T15:00:00.000Z,30.09,4061,0,27,27,YES,2026-05-15,26.76,4061,sell_rest,,,,,,,,
ALAB,long,Unknown,2026-05-12T15:00:00.000Z,209.1,219,0,200,200,YES,2026-05-28,349.81,43,trim_1_5,2026-06-01,328.66,176,sell_rest,,,,
CRCL,long,Unknown,2026-05-14T15:00:00.000Z,112.98,976,0,111.4,111.4,YES,2026-05-18,110.89,976,sell_rest,,,,,,,,
DDOG,long,Unknown,2026-05-14T15:00:00.000Z,205.3,384,0,202,202,YES,2026-05-28,224.23,192,trim_1_2,2026-05-29,235.13,192,sell_rest,,,,
FIG,long,Unknown,2026-05-14T15:00:00.000Z,23.12,6820,0,21.3,21.3,YES,2026-05-19,24.89,3410,trim_1_2,2026-05-19,23.12,3410,sell_rest,,,,
ALAB,long,Unknown,2026-05-14T15:00:00.000Z,230.89,273,0,217,217,YES,2026-05-18,224.12,273,sell_rest,,,,,,,,
OUST,long,Unknown,2026-05-14T15:00:00.000Z,33.77,1867,0,32,32,YES,2026-05-18,30.08,1867,sell_rest,,,,,,,,
OUST,long,Unknown,2026-05-14T15:00:00.000Z,34.12,1386,0,32.4,32.4,YES,2026-05-15,34.12,1386,sell_rest,,,,,,,,
SLV,long,Unknown,2026-05-14T15:00:00.000Z,69.85,1128,0,68,68,YES,2026-05-18,69.13,1128,sell_rest,,,,,,,,
DDOG,long,Unknown,2026-05-14T15:00:00.000Z,209.81,375,0,202,202,YES,2026-05-18,205.13,375,sell_rest,,,,,,,,
SOXS,long,Unknown,2026-05-14T15:00:00.000Z,9.12,17290,0,8.2,8.2,YES,2026-05-19,11,5763,trim_1_3,2026-05-19,10.87,8645,trim_1_2,2026-05-19,10.12,2882,sell_rest
TZA,long,Unknown,2026-05-17T15:00:00.000Z,4.97,24278,0,4.7,4.7,YES,2026-05-20,5.09,24278,sell_rest,,,,,,,,
SOXS,long,Unknown,2026-05-17T15:00:00.000Z,9.13,16533,0,8.3,8.3,YES,2026-05-18,10.09,8266,trim_1_2,2026-05-18,10.37,8266,trim_1_2,2026-05-18,10.31,1,sell_rest
SOXS,long,Unknown,2026-05-17T15:00:00.000Z,9.88,15295,0,9.2,9.2,YES,2026-05-19,11,5098,trim_1_3,2026-05-19,10.89,7647,trim_1_2,2026-05-19,10.72,2550,sell_rest
FIG,long,Unknown,2026-05-18T15:00:00.000Z,24.54,1798,0,21.3,21.3,YES,2026-05-19,23.12,1798,sell_rest,,,,,,,,
RIG,long,Unknown,2026-05-18T15:00:00.000Z,7.47,13784,0,7,7,YES,2026-05-20,7.3,13784,sell_rest,,,,,,,,
NBIS,long,Unknown,2026-05-18T15:00:00.000Z,195.31,376,0,190,190,YES,2026-05-21,219.97,75,trim_1_5,2026-06-05,242.1,301,sell_rest,,,,
HD,long,Unknown,2026-05-18T15:00:00.000Z,301.43,585,0,293,293,YES,2026-05-21,312.2,292,trim_1_2,2026-05-27,313.4,293,sell_rest,,,,
CLSK,long,Unknown,2026-05-18T15:00:00.000Z,13.97,7370,0,13.2,13.2,YES,2026-05-20,14.87,2456,trim_1_3,2026-05-20,15.94,1474,trim_1_5,2026-05-29,17.85,3440,sell_rest
ALAB,long,Unknown,2026-05-18T15:00:00.000Z,237.78,618,0,216,216,YES,2026-05-21,287.4,123,trim_1_5,2026-05-22,312.35,206,trim_1_3,2026-05-27,310.91,289,sell_rest
NOWL,long,Unknown,2026-05-18T15:00:00.000Z,5.08,28956,0,4.8,4.8,YES,2026-05-20,4.76,14478,trim_1_2,2026-05-21,4.76,14478,sell_rest,,,,
BE,long,Unknown,2026-05-19T15:00:00.000Z,267.87,276,0,260,260,YES,2026-05-21,309.21,55,trim_1_5,2026-05-27,291.92,221,sell_rest,,,,
DOCN,long,Unknown,2026-05-19T15:00:00.000Z,155.89,489,0,150,150,YES,2026-06-05,174.21,163,trim_1_3,2026-06-23,158.23,326,sell_rest,,,,
CGNX,long,Unknown,2026-05-19T15:00:00.000Z,63.1,2419,0,60,60,YES,2026-05-21,63.21,1209,trim_1_2,2026-06-05,62.82,1210,sell_rest,,,,
NOWL,long,Unknown,2026-05-19T15:00:00.000Z,5.06,15127,0,4.8,4.8,YES,2026-05-21,4.72,15127,sell_rest,,,,,,,,
CRDO,long,Unknown,2026-05-20T15:00:00.000Z,194.3,666,0,184,184,YES,2026-06-01,232.24,222,trim_1_3,2026-06-03,208.12,444,sell_rest,,,,
AMZU,long,Unknown,2026-05-20T15:00:00.000Z,42.34,5732,0,41,41,YES,2026-05-22,43.51,1910,trim_1_3,2026-05-26,41.9,1910,trim_1_3,2026-06-01,41.75,1912,sell_rest
TSLL,long,Unknown,2026-05-20T15:00:00.000Z,14.96,10816,0,14.2,14.2,YES,2026-06-01,15.34,10816,sell_rest,,,,,,,,
ACMR,long,Unknown,2026-05-20T15:00:00.000Z,72.33,897,0,69,69,YES,2026-05-27,88.25,897,sell_rest,,,,,,,,
TSLL,long,Unknown,2026-05-26T15:00:00.000Z,16.58,10356,0,15.8,15.8,YES,2026-05-27,16.39,10356,sell_rest,,,,,,,,
TSLL,long,Unknown,2026-05-26T15:00:00.000Z,16.09,10671,0,15.8,15.8,YES,2026-05-29,15.97,10671,sell_rest,,,,,,,,
ONDS,long,Unknown,2026-05-26T15:00:00.000Z,9.93,12104,0,9.4,9.4,YES,2026-06-03,12.3,4034,trim_1_3,2026-06-04,11.8,4034,trim_1_3,2026-06-09,9.99,4036,sell_rest
NOWL,long,Unknown,2026-05-26T15:00:00.000Z,5.12,26829,0,4.9,4.9,YES,2026-05-27,5.04,26829,sell_rest,,,,,,,,
ONDS,long,Unknown,2026-05-26T15:00:00.000Z,11.89,7515,0,11.3,11.3,YES,2026-05-29,11.89,7515,sell_rest,,,,,,,,
CRCL,long,Unknown,2026-05-27T15:00:00.000Z,104.78,1705,0,98,98,YES,2026-06-02,101.28,852,trim_1_2,2026-06-02,99.97,853,sell_rest,,,,
TSLL,long,Unknown,2026-05-29T15:00:00.000Z,15.71,11842,0,14.4,14.4,YES,2026-06-01,15.12,11842,sell_rest,,,,,,,,
CRCL,long,Unknown,2026-05-29T15:00:00.000Z,111.73,1165,0,104,104,YES,2026-05-30,111.73,1165,sell_rest,,,,,,,,
ONDS,long,Unknown,2026-05-29T15:00:00.000Z,12.15,4593,0,11.8,11.8,YES,2026-06-02,13.13,4593,sell_rest,,,,,,,,
OKLL,long,Unknown,2026-05-29T15:00:00.000Z,9.28,8019,0,8.4,8.4,YES,2026-06-03,9.42,4009,trim_1_2,2026-06-03,8.4,4010,sell_rest,,,,
PL,long,Unknown,2026-05-29T15:00:00.000Z,46.85,2795,0,44,44,YES,2026-05-30,50.01,1397,trim_1_2,2026-06-01,46.23,1398,sell_rest,,,,
DOCN,long,Unknown,2026-05-31T15:00:00.000Z,162.73,928,0,155,155,YES,2026-06-05,174.12,309,trim_1_3,2026-06-05,172.34,464,trim_1_2,2026-06-05,165.06,155,sell_rest
OKLL,long,Unknown,2026-05-31T15:00:00.000Z,9.26,8154,0,8.4,8.4,YES,2026-06-02,10.23,8154,sell_rest,,,,,,,,
SKM,long,Unknown,2026-05-31T15:00:00.000Z,42.89,3521,0,40,40,YES,2026-06-03,45.09,3521,sell_rest,,,,,,,,
CRDO,long,Unknown,2026-05-31T15:00:00.000Z,191.37,886,0,188,188,YES,2026-06-01,204.15,443,trim_1_2,2026-06-02,220.1,443,sell_rest,,,,
FLY,long,Unknown,2026-06-01T15:00:00.000Z,44.56,1661,0,40,40,YES,2026-06-03,42.12,1661,sell_rest,,,,,,,,
PL,long,Unknown,2026-06-01T15:00:00.000Z,48.58,2285,0,46.3,46.3,YES,2026-06-03,46.3,2285,sell_rest,,,,,,,,
TSLL,long,Unknown,2026-06-01T15:00:00.000Z,14.58,12693,0,14.1,14.1,YES,2026-06-05,14.18,12693,sell_rest,,,,,,,,
INTC,long,Unknown,2026-06-02T15:00:00.000Z,112.12,1182,0,104,104,YES,2026-06-03,112.12,1182,sell_rest,,,,,,,,
VIAV,long,Unknown,2026-06-02T15:00:00.000Z,53.89,2828,0,51.2,51.2,YES,2026-06-04,49.12,2828,sell_rest,,,,,,,,
CRDO,long,Unknown,2026-06-02T15:00:00.000Z,212.28,538,0,204,204,YES,2026-06-03,212.02,538,sell_rest,,,,,,,,
NET,long,Unknown,2026-06-03T15:00:00.000Z,274.86,479,0,263,263,YES,2026-06-05,263.81,479,sell_rest,,,,,,,,
SNXX,long,Unknown,2026-06-03T15:00:00.000Z,31.49,2990,0,28.4,28.4,YES,2026-06-04,30,1495,trim_1_2,2026-06-05,27.89,1495,sell_rest,,,,
SOXS,long,Unknown,2026-06-04T15:00:00.000Z,5.91,32031,0,5.5,5.5,YES,2026-06-05,6.08,6406,trim_1_5,2026-06-05,6.42,10677,trim_1_3,2026-06-08,6.02,14948,sell_rest
VIAV,long,Unknown,2026-06-04T15:00:00.000Z,51.83,1826,0,47.84,47.84,YES,2026-06-05,51.12,1826,sell_rest,,,,,,,,
CRDO,long,Unknown,2026-06-04T15:00:00.000Z,227,416,0,210,210,YES,2026-06-05,224.89,416,sell_rest,,,,,,,,
SOXS,long,Unknown,2026-06-04T15:00:00.000Z,5.91,9609,0,5.5,5.5,YES,2026-06-05,6.37,9609,sell_rest,,,,,,,,
SOXS,long,Unknown,2026-06-04T15:00:00.000Z,5.93,9577,0,5.5,5.5,YES,2026-06-08,5.93,9577,sell_rest,,,,,,,,
INTC,long,Unknown,2026-06-07T15:00:00.000Z,108.72,1678,0,104,104,YES,2026-06-09,108.49,839,trim_1_2,2026-06-09,107.39,839,sell_rest,,,,
BE,long,Unknown,2026-06-07T15:00:00.000Z,257.23,425,0,250,250,YES,2026-06-09,248.12,425,sell_rest,,,,,,,,
DOCN,long,Unknown,2026-06-07T15:00:00.000Z,168.12,759,0,160,160,YES,2026-06-09,156.12,759,sell_rest,,,,,,,,
SQQQ,long,Unknown,2026-06-08T15:00:00.000Z,40.43,3544,0,40,40,YES,2026-06-09,42.71,1772,trim_1_2,2026-06-09,45.98,1772,sell_rest,,,,
SNDK,long,Unknown,2026-06-08T15:00:00.000Z,1738.23,103,0,1700,1700,YES,2026-06-09,1726,103,sell_rest,,,,,,,,
F,long,Unknown,2026-06-08T15:00:00.000Z,15.27,9385,0,14.7,14.7,YES,2026-06-09,14.97,4692,trim_1_2,2026-06-10,14.48,4693,sell_rest,,,,
VECO,long,Unknown,2026-06-08T15:00:00.000Z,68.72,1564,0,60,60,YES,2026-06-15,80,312,trim_1_5,2026-06-25,74.16,782,trim_1_2,2026-06-29,69.53,470,sell_rest
SQQQ,long,Unknown,2026-06-08T15:00:00.000Z,40.43,2215,0,40,40,YES,2026-06-09,42.71,1107,trim_1_2,2026-06-09,45.98,1108,sell_rest,,,,
CRDO,long,Unknown,2026-06-10T15:00:00.000Z,258.78,486,0,247,247,YES,2026-06-16,250,243,trim_1_2,2026-06-16,243.21,243,sell_rest,,,,
TQQQ,long,Unknown,2026-06-10T15:00:00.000Z,74.78,1678,0,70,70,YES,2026-06-17,81.21,839,trim_1_2,2026-06-17,80.12,839,sell_rest,,,,
TQQQ,long,Unknown,2026-06-11T15:00:00.000Z,76.25,1637,0,70,70,YES,2026-06-15,83.29,327,trim_1_5,2026-06-15,84.5,545,trim_1_3,2026-06-16,81.73,765,sell_rest
SNDK,long,Unknown,2026-06-11T15:00:00.000Z,1929.28,94,0,1880,1880,YES,2026-06-22,2300,31,trim_1_3,2026-06-23,2040.18,18,trim_1_5,2026-06-24,1929,45,sell_rest
DDOG,long,Unknown,2026-06-11T15:00:00.000Z,236.4,694,0,225,225,YES,2026-06-17,228.93,694,sell_rest,,,,,,,,
DOCN,long,Unknown,2026-06-16T15:00:00.000Z,172.98,864,0,169,169,YES,2026-06-23,291.12,172,trim_1_5,2026-06-23,169,432,trim_1_2,2026-06-23,157.43,260,sell_rest
AVGO,long,Unknown,2026-06-16T15:00:00.000Z,390.97,716,0,370,370,YES,2026-06-23,384.12,358,trim_1_2,2026-06-23,375.84,358,sell_rest,,,,
TZA,long,Unknown,2026-06-16T15:00:00.000Z,4.24,44063,0,4,4,YES,2026-06-18,4.14,22031,trim_1_2,2026-06-18,4.09,22032,sell_rest,,,,
CRWD,long,Unknown,2026-06-21T15:00:00.000Z,699.12,385,0,680,680,YES,2026-06-22,680,385,sell_rest,,,,,,,,
DOCN,long,Unknown,2026-06-22T15:00:00.000Z,159.3,843,0,152,152,YES,2026-06-24,157,168,trim_1_5,2026-06-24,152,675,sell_rest,,,,
FPS,long,Unknown,2026-06-23T15:00:00.000Z,62.07,2403,0,58.3,58.3,YES,2026-06-25,59.8,2403,sell_rest,,,,,,,,
ACMR,long,Unknown,2026-06-23T15:00:00.000Z,104.88,1777,0,100,100,YES,2026-07-01,117.12,888,trim_1_2,2026-07-02,104.88,889,sell_rest,,,,
NAIL,long,Unknown,2026-06-23T15:00:00.000Z,47.79,3901,0,45,45,YES,2026-06-25,52.24,780,trim_1_5,2026-06-25,55.19,1300,trim_1_3,2026-07-07,46,1821,sell_rest
SNDK,long,Unknown,2026-06-24T15:00:00.000Z,1958,205,0,1900,1900,YES,2026-06-25,2180,41,trim_1_5,2026-06-25,2259.53,68,trim_1_3,2026-06-25,2157.82,96,sell_rest
SNDK,long,Unknown,2026-06-24T15:00:00.000Z,2149.98,85,0,2080,2080,YES,2026-06-25,2300,28,trim_1_3,2026-06-26,2117,57,sell_rest,,,,
SLV,long,Unknown,2026-06-24T15:00:00.000Z,53,2765,0,50,50,YES,2026-06-25,52.76,1382,trim_1_2,2026-07-08,51.88,1383,sell_rest,,,,
SLV,long,Unknown,2026-06-25T15:00:00.000Z,52.89,1818,0,51,51,YES,2026-07-08,51.88,1818,sell_rest,,,,,,,,
BUG,long,Unknown,2026-06-25T15:00:00.000Z,34.75,6641,0,33,33,YES,2026-07-06,40.88,2213,trim_1_3,2026-07-08,39.57,3320,trim_1_2,2026-07-20,40.4,1108,sell_rest
FNGU,long,Unknown,2026-06-28T15:00:00.000Z,24.58,9275,0,23,23,YES,2026-06-29,24.98,9275,sell_rest,,,,,,,,
TQQQ,long,Unknown,2026-06-28T15:00:00.000Z,73.85,2572,0,70,70,YES,2026-06-30,77.07,1286,trim_1_2,2026-07-02,76.82,1286,sell_rest,,,,
INTC,long,Unknown,2026-06-28T15:00:00.000Z,126.11,602,0,118,118,YES,2026-07-02,126.11,602,sell_rest,,,,,,,,
LLY,long,Unknown,2026-07-05T15:00:00.000Z,1195.1,241,0,1170,1170,YES,2026-07-12,1194,120,trim_1_2,2026-07-13,1178.5,121,sell_rest,,,,
SOXL,long,Unknown,2026-07-07T15:00:00.000Z,163.27,1307,0,160,160,YES,2026-07-08,163.27,1307,sell_rest,,,,,,,,
