report_date,open_interest_all,asset_mgr_positions_long,asset_mgr_positions_short,lev_money_positions_long,lev_money_positions_short,dealer_positions_long_all,dealer_positions_short_all
2016-09-27,473209,100253,38828,32263,194825,127589,19889
2016-10-04,482610,113358,40059,41030,203244,118571,23805
2016-10-11,492032,116635,44815,45769,205254,114105,22347
2016-10-18,473819,86463,43222,61358,185747,109814,24264
2016-10-25,436770,118431,46564,35905,198730,125270,24022
2016-11-01,428792,102950,43484,35048,188272,117430,15659
2016-11-08,411483,73998,34831,56653,166205,95220,24235
2016-11-15,451231,61976,30641,73142,153604,85803,29051
2016-11-22,389937,102949,34377,39645,182370,92542,14857
2016-11-29,408886,110832,37319,44343,195494,94838,16516
2016-12-06,431627,103511,41994,49848,195423,104909,19603
2016-12-13,445922,107677,43200,39249,184816,104063,19203
2016-12-20,462774,68641,41285,77948,192243,106735,21435
2016-12-27,411321,92319,44376,60768,187847,102475,19954
2017-01-03,411436,84722,44599,63191,188009,105356,18381
2017-01-10,479856,85059,46789,73107,207874,119739,22636
2017-01-17,537656,58686,47144,111610,226944,129618,25827
2017-01-24,478012,79162,57501,83090,212678,129749,22189
2017-01-31,480876,61908,53002,83102,208856,130449,14483
2017-02-07,535393,56968,56730,93147,213138,130232,12503
2017-02-14,641759,28773,54393,140843,237233,138991,21735
2017-02-21,551908,76505,47690,94461,223842,128342,27467
2017-02-28,585686,72188,46656,97821,235295,132632,23364
2017-03-07,596912,83586,49985,86468,226796,135624,27256
2017-03-14,598618,82680,49542,81451,217604,130022,26856
2017-03-21,601319,66139,48578,99037,229069,144061,27776
2017-03-28,515480,51225,48154,89381,197041,136848,31676
2017-04-04,518165,55508,50180,81896,183798,131654,35058
2017-04-11,544927,64579,39857,70921,187551,125321,30243
2017-04-18,470700,35233,38137,66279,146196,112213,33721
2017-04-25,492186,53830,37500,84908,171242,112194,44678
2017-05-02,540301,64615,41580,99476,200707,115402,43305
2017-05-09,597942,53446,47075,117077,216136,126913,43618
2017-05-16,620266,52808,50379,141606,248625,139940,45025
2017-05-23,525156,27735,38638,95411,170553,114270,41274
2017-05-30,577687,52254,44804,111104,217719,125589,42581
2017-06-06,614761,64566,44799,101851,232211,132267,42449
2017-06-13,632465,56238,45561,111153,227926,135965,44405
2017-06-20,583594,53540,42599,109586,230367,127939,37948
2017-06-27,562064,64875,41603,113057,226248,109644,40726
2017-07-03,562691,55379,41629,105458,205611,110716,38663
2017-07-11,576528,58638,43223,102567,190412,108037,42540
2017-07-18,617557,74034,45933,141501,247304,123399,51493
2017-07-25,611661,79247,54657,135139,259023,137468,49518
2017-08-01,638805,67338,54131,133486,255627,145126,49320
2017-08-08,671800,74257,54860,139428,269305,144841,47101
2017-08-15,603600,66223,80250,106037,176519,125371,44546
2017-08-22,556057,57023,74104,103820,159660,122586,49085
2017-08-29,578391,58917,70282,110542,180117,124152,47071
2017-09-05,618725,76128,68373,109945,202149,124785,46117
2017-09-12,640340,70485,59137,106595,193653,129073,56170
2017-09-19,704831,79329,70902,136907,233508,141405,60841
2017-09-26,640509,66471,70901,115824,228023,137665,36499
2017-10-03,669232,82992,66899,110381,247785,148263,42416
2017-10-10,677160,82392,62987,108611,248682,157543,45306
2017-10-17,701927,70140,60754,130359,256662,154733,51030
2017-10-24,617178,82796,62320,99691,220500,137842,52570
2017-10-31,628156,87941,64556,90572,211855,139388,57469
2017-11-07,659250,105891,66042,102150,232179,138445,57736
2017-11-14,657946,116285,86425,98238,208594,122929,48188
2017-11-21,628899,103454,91324,94788,171265,110380,53406
2017-11-28,632116,108711,91757,102695,178341,114380,56799
2017-12-05,622772,111808,79650,85522,175683,115184,55235
2017-12-12,651180,91488,87114,100090,177140,128722,53800
2017-12-19,646026,70911,88419,136742,197048,130701,54515
2017-12-26,551395,79831,89405,119553,165492,106232,52412
2018-01-02,562302,80167,94832,116366,163800,103362,50529
2018-01-09,602198,105293,103892,124530,183217,107419,55189
2018-01-16,653697,108985,127325,140175,178850,109776,56916
2018-01-23,630599,130194,133530,130311,180275,104998,54735
2018-01-30,629529,123981,130441,118311,147210,77921,55566
2018-02-06,614435,120943,57591,145577,149928,50347,80575
2018-02-13,509458,72796,40320,110419,125548,62260,81758
2018-02-20,425271,70204,51581,93848,98301,49593,66316
2018-02-27,407846,71272,48083,83164,101696,48927,68425
2018-03-06,398050,67982,40177,93942,90345,44961,76748
2018-03-13,400736,54452,28614,71701,83559,49309,77167
2018-03-20,417393,63550,26674,80272,86523,49600,88310
2018-03-27,394826,76373,22040,101201,86649,30442,107059
2018-04-03,377503,75814,24290,90584,71740,29997,102929
2018-04-10,380021,76903,26766,88167,74485,31266,102923
2018-04-17,395804,62280,19576,90652,71218,38835,106894
2018-04-24,357037,73237,24480,78379,87121,33299,79179
2018-05-01,372034,80255,31391,70859,89954,38403,72180
2018-05-08,392086,84274,42219,67523,100395,32258,49329
2018-05-15,427283,94604,54670,61178,105352,41641,47011
2018-05-22,406822,82299,63400,69065,102086,40875,35505
2018-05-29,424483,97152,71096,69192,114097,43178,36092
2018-06-05,427468,95541,67429,64394,118819,47450,29737
2018-06-12,444998,95438,81565,83769,125087,46692,28128
2018-06-19,445208,88797,82643,70113,114524,55143,23642
2018-06-26,397443,99412,68835,63006,112806,47310,30123
2018-07-03,391215,104289,59746,61771,103707,30367,33921
2018-07-10,381228,97397,46356,57565,130006,32163,10632
2018-07-17,425383,96678,53267,86691,156376,33991,12435
2018-07-24,408573,108773,60640,65436,160798,49582,8376
2018-07-31,415465,117920,63411,60073,168123,53702,6950
2018-08-07,476020,123616,71112,71447,182355,58341,9591
2018-08-14,492921,123958,65287,55868,183242,69209,8738
2018-08-21,507815,108684,61640,63837,177450,65248,5305
2018-08-28,497131,118838,66992,63554,183718,64167,4054
2018-09-04,500107,122996,64435,54119,187179,70247,6056
2018-09-11,521260,126305,63038,55333,189185,70638,6324
2018-09-18,540110,123185,75713,67723,182855,76236,11412
2018-09-25,527409,118853,92540,66086,188998,94213,2468
2018-10-02,535724,118557,90265,74941,196017,94487,3897
2018-10-09,534909,117492,75301,61045,183513,87606,8225
2018-10-16,536159,99310,34298,65804,162056,55050,17394
2018-10-23,493126,104630,31146,75701,167854,45992,23387
2018-10-30,504037,112189,25713,74220,167488,41841,34247
2018-11-06,479813,112637,26145,63860,149567,33423,36177
2018-11-13,473340,110052,26815,62359,137183,48264,55122
2018-11-20,479672,102549,24650,73401,128367,42492,60667
2018-11-27,428661,91490,25610,57615,100670,36457,56502
2018-12-04,404672,87902,25637,65359,110346,37615,54775
2018-12-11,420319,90657,23237,70652,109227,37781,71905
2018-12-18,438322,88311,25982,83586,104643,22977,73266
2018-12-24,388238,85489,23690,74787,97586,22997,65451
2018-12-31,369483,89094,22511,81869,97911,14538,73967
2019-01-08,372059,94376,25210,74028,96721,21201,73919
2019-01-15,388029,64826,22237,80890,93449,30105,64617
2019-01-22,345967,79417,21047,53398,91836,29052,46636
2019-01-29,337530,83104,19186,49173,93233,29341,48420
2019-02-05,343502,69567,31881,57627,94445,30105,26767
2019-02-12,364851,67723,68078,58978,78689,45372,22136
2019-02-19,362919,85470,70745,53885,97208,45991,17663
2019-02-26,378766,95039,81419,55790,104314,50722,18225
2019-03-05,341448,94122,84256,53752,103178,52638,16224
2019-03-12,356766,100804,83209,48371,102748,54911,21998
2019-03-19,401402,119393,108757,46827,119403,61711,20470
2019-03-26,336816,114945,85575,38867,108813,53236,13593
2019-04-02,377403,123597,100173,40836,129001,69269,7034
2019-04-09,403033,139785,106368,35629,141635,79982,8736
2019-04-16,463491,136991,122708,52589,157553,91940,9800
2019-04-23,456136,151065,133865,45405,152473,86979,7186
2019-04-30,448838,149057,126068,39232,148417,85488,8929
2019-05-07,425097,143452,97389,40363,150920,79715,18796
2019-05-14,382565,140978,59926,37450,139879,50369,30655
2019-05-21,369983,126060,73888,35431,119096,49821,20140
2019-05-28,366195,138902,78339,25849,124101,50689,17654
2019-06-04,385854,150330,73475,30098,129372,42142,24755
2019-06-11,380320,142327,80885,31284,112788,45883,26786
2019-06-18,407218,127497,90516,41615,105479,53872,28040
2019-06-25,379918,125534,95700,32179,117621,73181,16478
2019-07-02,416468,131491,103386,46314,129398,83570,26307
2019-07-09,419342,127348,107473,39221,132772,95868,21643
2019-07-16,452201,120957,125324,61832,137044,100190,21204
2019-07-23,440189,130085,122740,50276,149113,104925,10154
2019-07-30,456757,129463,121466,49290,159336,109051,12652
2019-08-06,430300,132484,76521,44314,165298,96803,29471
2019-08-13,404190,138071,67096,32570,157992,80825,24180
2019-08-20,399983,128666,67845,34070,140377,76912,30717
2019-08-27,371498,131924,62324,35710,136716,66977,29128
2019-09-03,355249,127007,67154,39457,129125,62567,30827
2019-09-10,360284,118452,83278,44178,124750,67067,17202
2019-09-17,402718,113218,103375,47225,125952,84322,13833
2019-09-24,405328,130620,123899,38723,129648,100878,14183
2019-10-01,429251,146692,107340,32578,149391,102386,20279
2019-10-08,401077,136687,90379,29435,136070,88844,27642
2019-10-15,445199,127612,113854,51205,130367,91005,21580
2019-10-22,437316,137517,126395,48336,143411,102330,16136
2019-10-29,453332,138853,134849,53838,141618,107829,18564
2019-11-05,491051,146978,138820,55128,160386,120551,22728
2019-11-12,518975,140792,135038,58681,173737,131913,23721
2019-11-19,549306,138879,145856,59693,175432,140854,23856
2019-11-26,504704,138473,144542,51175,151851,126910,21442
2019-12-03,483774,132547,119949,44163,156641,123904,26421
2019-12-10,465375,125326,100091,43247,146895,109057,26346
2019-12-17,460843,113998,119563,47763,123345,99583,18549
2019-12-24,411894,110682,121572,42998,108261,86161,6080
2019-12-31,421662,115356,103502,36293,117752,83859,9229
2020-01-07,429698,120829,108480,41795,122722,80793,10069
2020-01-14,469840,118185,129267,63976,129761,84580,13876
2020-01-21,478868,115668,136885,68270,122731,87569,19065
2020-01-28,433719,116439,122213,46171,117326,93726,21635
2020-02-04,428263,114832,96519,43199,125826,84912,21520
2020-02-11,424215,107933,107700,49182,116749,84585,20203
2020-02-18,424777,106806,108770,54875,119796,86320,25156
2020-02-25,431241,123557,63287,43937,152458,81197,39105
2020-03-03,451311,122652,29194,90557,169024,62075,72491
2020-03-10,450812,108682,30793,100212,155396,79204,102061
2020-03-17,434583,88267,10277,90178,133027,89045,127301
2020-03-24,268255,63990,28498,57687,86418,39990,48455
2020-03-31,235004,54785,17708,36700,85808,39629,31540
2020-04-07,250688,63373,11450,28105,96463,43690,27555
2020-04-14,253220,56140,10960,27167,92474,45306,27223
2020-04-21,211930,55705,9588,21895,92686,47872,28422
2020-04-28,210666,51816,7976,17142,79430,50348,29673
2020-05-05,220455,57249,10810,13504,82344,54623,31495
2020-05-12,230744,53807,23958,16047,75350,60261,30814
2020-05-19,241702,56535,22881,15202,84419,65418,27605
2020-05-26,208494,50363,26874,13401,69076,55516,21673
2020-06-02,237479,64031,33956,18164,81546,58883,23669
2020-06-09,257947,75529,39956,15988,84067,55684,22877
2020-06-16,265946,73111,17535,14758,93236,56007,31026
2020-06-23,248684,84110,23515,6939,87137,50587,28244
2020-06-30,256691,97343,23216,6386,94441,46356,32988
2020-07-07,271999,105895,31041,20536,92421,41205,39169
2020-07-14,278407,113055,34101,24266,102878,37649,34120
2020-07-21,296013,112472,43970,36705,107958,34660,28492
2020-07-28,268574,120671,46069,30553,100779,19027,19221
2020-08-04,277065,122953,53555,29394,101928,18700,16299
2020-08-11,291763,121046,60734,36071,100576,18651,14249
2020-08-18,308695,116796,64577,42625,101697,17497,8610
2020-08-25,303485,120505,67323,43654,104428,18434,9234
2020-09-01,300778,118808,63108,42613,103049,19752,15245
2020-09-08,267609,103180,54404,35604,88543,27133,22603
2020-09-15,263642,93055,65274,39978,81567,26820,15959
2020-09-22,255490,96195,65711,36102,83832,27422,12592
2020-09-29,261734,93579,65969,39030,85428,26390,13863
2020-10-06,267685,98962,61841,38124,88321,26459,17965
2020-10-13,280383,106403,66585,35532,94110,34871,19570
2020-10-20,279755,110850,65633,38326,99008,35153,26038
2020-10-27,263583,117393,49851,26636,109462,39484,29093
2020-11-03,283355,125713,26963,21377,127523,36917,35498
2020-11-10,269026,114443,37800,30673,117764,30881,25209
2020-11-17,282811,114485,46707,35271,111752,28599,22208
2020-11-24,265349,123853,56638,23404,104137,32218,20133
2020-12-01,280441,124206,64339,27376,108857,35267,18480
2020-12-08,297789,123217,69370,34109,115875,39908,14154
2020-12-15,303478,124690,62176,31624,120514,41323,15404
2020-12-21,289233,123981,63023,24578,112917,41843,15795
2020-12-29,283879,128734,67072,24876,112069,37900,15938
2021-01-05,296826,135209,56859,29336,130323,39321,19900
2021-01-12,325153,137751,64915,33631,133000,40257,17263
2021-01-19,349134,148310,65939,34706,135813,41208,24700
2021-01-26,342508,152727,72348,35067,144238,47093,22929
2021-02-02,318219,135183,47392,30528,135869,45129,23366
2021-02-09,371861,161474,79323,43201,142515,48269,28057
2021-02-16,423940,184601,90358,44307,160078,57296,31799
2021-02-23,392604,181148,81881,29643,160579,61341,25210
2021-03-02,386381,160697,61061,23952,156398,63456,24687
2021-03-09,395630,150033,57169,28419,154828,62882,21842
2021-03-16,412533,144201,65680,37399,145203,59579,25370
2021-03-23,384390,145302,70691,32122,138329,60099,23513
2021-03-30,358072,140680,72632,27262,127330,58225,20794
2021-04-06,364274,134013,80641,31125,122012,64803,18937
2021-04-13,377165,121998,84523,39498,127142,69583,16152
2021-04-20,384254,111188,83628,50784,128555,73212,18315
2021-04-27,353947,116714,81277,34629,118786,70505,19193
2021-05-04,360117,125343,86571,31006,121427,74224,13519
2021-05-11,363554,122889,67517,26200,127323,69434,16549
2021-05-18,349109,112133,60290,27796,111293,56820,17685
2021-05-25,337190,118988,68357,29476,110216,56415,20540
2021-06-01,334983,112024,82855,32830,100361,59146,18458
2021-06-08,352516,103964,88883,43812,96561,57972,15845
2021-06-15,356803,108952,89354,40672,95114,56870,22024
2021-06-22,317297,101259,82086,31151,86342,52570,17176
2021-06-29,327935,108751,82461,36072,97036,53205,18578
2021-07-06,341157,111073,86583,38847,100735,57409,19115
2021-07-13,322134,103259,70306,35441,96497,53431,19916
2021-07-20,324704,104649,58688,26995,99728,54334,22008
2021-07-27,302318,107839,70511,23282,90285,54749,18828
2021-08-03,312851,109992,68411,26005,95212,51544,19349
2021-08-10,313197,106618,82556,32159,88159,53441,19605
2021-08-17,319321,108571,98183,38639,82404,55967,18453
2021-08-24,290283,103696,84729,28007,79704,49743,14749
2021-08-31,311908,108051,96441,40440,93244,59535,13320
2021-09-07,323430,114247,96717,37683,95384,59213,14218
2021-09-14,325683,113899,80671,30287,93095,55998,17783
2021-09-21,323316,117472,61172,25534,100536,53203,25639
2021-09-28,311415,101139,58803,28937,90130,54707,25306
2021-10-05,307664,95952,58134,27123,90016,53785,22165
2021-10-12,329905,97899,81128,37393,80298,54416,23440
2021-10-19,361391,103193,103282,49695,87110,62107,20397
2021-10-26,337252,113207,116452,46657,86430,66767,17666
2021-11-02,353549,112246,125770,51928,87507,66673,17623
2021-11-09,348553,118280,101630,42920,94792,64277,21159
2021-11-16,329850,105974,79947,33283,90547,61154,20244
2021-11-23,311412,108464,69914,20905,92767,62520,20085
2021-11-30,325869,109019,46948,23610,108704,60531,27720
2021-12-07,300082,103079,39726,24021,100116,45680,22249
2021-12-14,296559,95494,48705,26078,83850,44657,19707
2021-12-21,289170,89744,50166,31701,85950,36517,17296
2021-12-28,277502,92416,62155,28734,76503,37863,18161
2022-01-04,301754,93619,75451,33535,81621,44952,13699
2022-01-11,308888,87027,75644,39824,80859,46441,15613
2022-01-18,307106,85870,67068,31671,76316,45748,18587
2022-01-25,304889,76770,39288,33598,92625,47497,21477
2022-02-01,300194,78368,37323,30955,86706,34169,17919
2022-02-08,293604,74783,47968,34483,79699,34438,13325
2022-02-15,287622,79874,35854,25932,81690,35754,15716
2022-02-22,271157,87797,30503,24520,83634,37895,24310
2022-03-01,291214,83561,20926,39402,107406,36270,21439
2022-03-08,289220,81388,28156,38323,99763,33750,19907
2022-03-15,278993,83641,38671,33761,76759,27970,16772
2022-03-22,259761,77818,45397,39732,80881,27114,13776
2022-03-29,287434,89888,57968,43267,80885,32399,12165
2022-04-05,306405,102396,72443,40390,85965,29984,12086
2022-04-12,307234,101056,64103,38955,90286,29138,12912
2022-04-19,320340,100496,71076,35752,85091,31718,11590
2022-04-26,305776,90456,51290,36534,93841,36637,17855
2022-05-03,320512,90526,36829,34249,99745,35759,23323
2022-05-10,318283,84320,27390,39869,101669,39605,29010
2022-05-17,311293,64056,30582,29436,73955,38175,27155
2022-05-24,275032,66223,27101,32868,83367,32921,19847
2022-05-31,278850,73999,31180,31398,76844,28497,21358
2022-06-07,288366,83729,41752,28045,77216,26744,17383
2022-06-14,296042,91942,32727,26004,94356,33425,18843
2022-06-21,257930,91387,23663,22297,95140,25145,17413
2022-06-28,257123,96624,25369,18982,94511,22418,14084
2022-07-05,266933,88570,31644,21926,93821,25330,10435
2022-07-12,281586,98172,45212,26249,89920,27281,15412
2022-07-19,308124,99928,54581,30006,92161,27324,13402
2022-07-26,300870,120771,66768,26519,94073,24484,10956
2022-08-02,322604,125645,79051,35409,94154,24796,13557
2022-08-09,341699,127936,80673,35080,95667,27151,14753
2022-08-16,366823,131090,85340,45254,107801,29149,16463
2022-08-23,349447,134562,85621,37115,104644,31261,16677
2022-08-30,338590,124290,69037,39897,109286,31901,19149
2022-09-06,326476,110851,69605,39701,97506,33142,18450
2022-09-13,348672,116654,64581,33564,100740,33304,18860
2022-09-20,345341,107658,66540,34691,93068,35161,17438
2022-09-27,331042,102649,60762,38037,106554,40862,10400
2022-10-04,322187,92252,48945,35521,99200,33147,11029
2022-10-11,340635,94417,49864,43031,105095,36547,14834
2022-10-18,333118,84021,43857,43484,100703,29561,13139
2022-10-25,317892,76689,40268,50249,99088,27861,11243
2022-11-01,326527,67940,55218,54707,82598,30601,10936
2022-11-08,333031,78792,56108,45528,86283,34564,13473
2022-11-15,323631,81690,49636,47699,96774,35322,15020
2022-11-22,313877,82511,63681,52423,87701,31791,13356
2022-11-29,323336,100711,69519,48157,90289,32233,14865
2022-12-06,334630,91562,72245,51013,84480,38374,18790
2022-12-13,347723,93026,78968,55982,80647,36510,18301
2022-12-20,331232,87360,85240,52657,62628,41080,14892
2022-12-27,289519,83984,86856,39336,57223,38179,11605
2023-01-03,297329,83430,95813,47577,56755,38026,13383
2023-01-10,301215,84891,75381,47645,78611,42118,16598
2023-01-17,326900,83278,76592,53399,76729,40781,20257
2023-01-24,295825,85160,83498,49613,71191,39135,15969
2023-01-31,310475,90892,92714,54134,73511,37928,15723
2023-02-07,317316,91188,83596,53838,85250,42235,13803
2023-02-14,341602,88685,80330,52084,82232,45218,18434
2023-02-21,333082,91903,68108,48262,83512,38069,15431
2023-02-28,336321,90348,73585,54540,88719,35717,13785
2023-03-07,356442,97147,94233,60081,83665,40447,16672
2023-03-14,336746,76328,71267,55843,88280,46842,14956
2023-03-21,330622,69208,67060,51304,79553,38387,13455
2023-03-28,315941,73811,72494,57895,73407,30576,16552
2023-04-04,355008,87397,97215,71664,80709,33016,18353
2023-04-11,360853,90752,97929,69560,76540,35201,22155
2023-04-18,391654,106049,101211,78446,97643,39325,24400
2023-04-25,370163,122887,104274,61468,103842,40360,15997
2023-05-02,385804,126384,105820,65628,113817,46636,18352
2023-05-09,391773,117118,96416,73907,109149,41823,20996
2023-05-16,403023,115953,88285,72942,105387,41356,30655
2023-05-23,388769,121275,97704,62819,100888,42251,20159
2023-05-30,379707,114421,84849,63505,104895,38021,23532
2023-06-06,417626,107968,95198,71959,103910,47764,28409
2023-06-13,453169,112889,101428,82895,122468,53059,29872
2023-06-20,455331,109226,105942,86050,118377,56064,28609
2023-06-27,396124,95592,100770,75060,107906,58754,21832
2023-07-03,406805,95840,93045,76255,112921,60384,28353
2023-07-11,403072,101272,80544,65524,116043,62806,31056
2023-07-18,438936,94399,87197,88990,125605,69668,36732
2023-07-25,397695,94527,79145,75609,115037,52161,23354
2023-08-01,400082,100841,79031,75270,120239,51813,26010
2023-08-08,376604,90309,68123,70741,111691,47389,22849
2023-08-15,395240,89282,73537,75730,100429,45262,28789
2023-08-22,353676,90196,66920,65966,98985,37096,22346
2023-08-29,384844,96689,72970,71036,108836,43903,33194
2023-09-05,402061,93156,82737,80127,109347,54687,32575
2023-09-12,418072,95127,82905,79688,111804,59317,35509
2023-09-19,440059,93851,86035,81269,109882,67422,40342
2023-09-26,384930,88983,74398,55756,101177,60567,24188
2023-10-03,381162,87946,65248,63018,105593,54830,29697
2023-10-10,360969,74664,62810,63747,79619,37378,32678
2023-10-17,376083,75369,68467,70720,78962,41539,38852
2023-10-24,344318,83952,66221,53244,84006,38731,25040
2023-10-31,353533,88266,64800,54503,82174,34271,30670
2023-11-07,374777,84499,74422,69586,83597,47184,46165
2023-11-14,415124,86804,79175,78686,85757,60117,57588
2023-11-21,391357,92614,83113,61193,94315,44695,23994
2023-11-28,390752,86644,86180,62301,90601,51515,26601
2023-12-05,406711,81538,94226,71129,90004,58319,33306
2023-12-12,427229,77119,90978,79591,87503,60501,48266
2023-12-19,424172,73976,82559,88052,92503,62008,55640
2023-12-26,345802,64754,74479,51844,78736,61103,33393
2024-01-02,335960,63553,75096,65384,75478,52902,35967
2024-01-09,355172,69188,68180,61143,79025,52532,36163
2024-01-16,359265,67134,68438,64818,79404,57019,39102
2024-01-23,340313,59957,72380,61396,71155,47861,22719
2024-01-30,347797,64137,70297,61867,80436,48726,26529
2024-02-06,361732,59482,70208,75922,85791,52701,33438
2024-02-13,362470,58205,63744,66147,87932,58696,23381
2024-02-20,341280,61157,64304,57283,76081,47498,20339
2024-02-27,361331,57380,66153,59542,80271,54237,23498
2024-03-05,364498,59037,66476,63691,81909,51260,22441
2024-03-12,375710,54405,69610,64336,83164,57694,26030
2024-03-19,377364,53489,71599,69890,77814,56689,29333
2024-03-26,370601,58887,76492,75623,77704,40387,27033
2024-04-02,367340,63901,74565,63415,73639,43568,23053
2024-04-09,368247,64604,67564,57303,76801,45828,22711
2024-04-16,389392,51002,62637,76351,96226,53188,27931
2024-04-23,364239,54964,60321,64789,80056,42331,32280
2024-04-30,373201,69239,63944,65280,85510,45054,35300
2024-05-07,403483,58634,81493,81900,89791,54007,35332
2024-05-14,436067,52986,88718,95321,91922,54671,30072
2024-05-21,535063,59965,96796,104456,95788,55243,27807
2024-05-28,405069,56815,92230,81405,76703,49624,22806
2024-06-04,420389,59410,92731,94649,88708,46666,25788
2024-06-11,430432,58363,95556,93246,92186,54048,26189
2024-06-18,458222,60538,96613,92721,99732,63617,28130
2024-06-25,414291,49845,97991,79576,85680,73544,22288
2024-07-02,450316,44769,108905,96396,86169,78501,24578
2024-07-09,467930,50175,109580,94417,90991,76556,23432
2024-07-16,479858,56222,105941,87380,93024,80103,26624
2024-07-23,430737,53090,83282,58845,94017,82541,21957
2024-07-30,429259,54583,73886,59214,107732,86613,27168
2024-08-06,453022,48231,46293,66894,137437,116832,49207
2024-08-13,400969,35050,58627,60528,100271,76870,36191
2024-08-20,411580,34139,55690,63984,88786,56486,27035
2024-08-27,390505,39891,63699,51539,78438,56259,22018
2024-09-03,380203,44854,49605,54726,98556,57896,21483
2024-09-10,372978,55742,52300,44671,89116,58595,25161
2024-09-17,356068,52638,43724,55590,82809,43572,22279
2024-09-24,317480,45587,41309,69545,74734,25056,25320
2024-10-01,319104,45766,51325,70297,77800,29304,22655
2024-10-08,340586,52813,57084,62300,85306,46391,23557
2024-10-15,331454,58020,50733,66732,88540,37661,28481
2024-10-22,320094,62970,49123,62430,84195,35096,34780
2024-10-29,324187,69195,44985,51519,92139,40480,33256
2024-11-05,344314,72603,36518,38248,95995,47064,33406
2024-11-12,352126,48557,41309,59953,65661,34870,42403
2024-11-19,353760,53907,49347,50826,61304,44343,39418
2024-11-26,311326,48573,55829,49950,56255,28456,23178
2024-12-03,343822,51903,70017,63008,58007,32736,28872
2024-12-10,353746,55895,70799,61541,61397,47163,38614
2024-12-17,341202,60838,65338,48047,71341,57174,34026
2024-12-24,264712,34614,47876,47375,42684,33517,30550
2024-12-31,275406,43141,44832,37006,52064,36333,22225
2025-01-07,292616,43118,43108,38196,60243,45450,26681
2025-01-14,308321,46618,44519,33915,62412,41093,21805
2025-01-21,364909,55755,49658,45649,80950,49629,29009
2025-01-28,330806,62263,57027,38999,81019,56649,12046
2025-02-04,325577,49317,60420,46223,82002,55506,12342
2025-02-11,360209,58655,66627,56087,98103,59569,17674
2025-02-18,399283,72619,69907,61394,102277,75090,37555
2025-02-25,389557,70938,69150,67482,104957,67497,20785
2025-03-04,391037,59064,53730,63872,104162,56541,27540
2025-03-11,384995,53143,34793,59610,102964,53321,39646
2025-03-18,348583,56514,30820,56479,85101,28487,36603
2025-03-25,307181,63708,39016,56256,78296,13337,25660
2025-04-01,323012,67030,55814,53583,82196,31393,22429
2025-04-08,377062,46199,37323,74059,111597,60759,48242
2025-04-15,332536,38108,20846,66918,93815,53466,53533
2025-04-22,273099,39788,18303,47729,83528,33117,30494
2025-04-29,279032,38574,18044,50416,59562,20627,41943
2025-05-06,279106,43852,23615,49651,63456,22730,36581
2025-05-13,276572,43541,31765,52184,44415,17676,45358
2025-05-20,299850,55789,46102,52730,59114,35490,42083
2025-05-27,259527,51749,44610,38402,53010,28992,27654
2025-06-03,284670,54900,45020,39555,63858,45842,34233
2025-06-10,319008,63472,49487,41443,74591,63834,44538
2025-06-17,327474,69420,55073,46151,87582,69033,40609
2025-06-24,314455,66024,54920,43453,84675,60605,30521
2025-07-01,361207,81703,57980,52152,110629,75770,40919
2025-07-08,382750,92549,60184,46109,119286,84328,40146
2025-07-15,411678,83354,62007,58090,120732,94247,48853
2025-07-22,398470,83968,61168,47609,129735,104683,40850
2025-07-29,443023,87956,64574,65732,141035,107879,52809
2025-08-05,451483,83886,61917,67433,147013,107959,45883
2025-08-12,492591,88238,62884,79438,160419,114816,56754
2025-08-19,507099,94423,57393,81385,170437,121333,60149
2025-08-26,469056,89740,59904,51916,157748,124169,45218
2025-09-02,479739,85252,63997,53844,157916,127340,41951
2025-09-09,509393,77908,75077,80461,165670,130214,47950
2025-09-16,522273,82788,77782,70068,160698,135324,50332
2025-09-23,472633,85456,77869,56324,149218,129662,42526
2025-09-30,483764,81640,83051,59800,141005,129850,47358
2025-10-07,504886,80396,91162,64138,158864,140355,49660
2025-10-14,491863,81063,85095,60556,135773,130385,46240
2025-10-21,495118,88646,71145,55759,130377,125065,61517
2025-10-28,440335,78787,74419,57843,125781,114952,49695
2025-11-04,458712,77001,72867,56972,135098,124208,45326
2025-11-10,435756,73864,64736,55670,123742,109859,48579
2025-11-18,476717,78613,58658,46093,133390,116397,42232
2025-11-25,415610,79847,57917,55175,110285,80284,43044
2025-12-02,423342,66556,61683,61347,107307,93416,48535
2025-12-09,408744,64210,64454,62306,105826,94012,51141
2025-12-16,407195,54677,64001,59115,84711,87921,52108
2025-12-23,378125,48367,77079,54273,79302,89630,36132
2025-12-30,401915,47109,83700,56684,83675,95654,34615
2026-01-06,408257,48776,90206,65134,89579,96360,35254
2026-01-13,404046,48382,98565,66312,89969,101522,33134
2026-01-20,397483,52031,94679,49673,86899,109507,31233
2026-01-27,362402,50800,94984,57816,76594,94841,36259
2026-02-03,364584,50997,91767,61447,81148,92918,32865
2026-02-10,371911,53779,83402,58053,80526,95754,39680
2026-02-17,373919,52188,78005,48861,76025,97896,40851
2026-02-24,359373,55602,72982,57593,86973,92690,37253
2026-03-03,390306,52954,77427,76336,107548,99313,36247
2026-03-10,388129,67894,57733,64308,129111,98803,39852
2026-03-17,390595,61562,43154,53142,117767,83279,36467
2026-03-24,342684,52306,48395,61060,101520,69001,32679
2026-03-31,348816,49667,38281,58211,100457,67930,32645
